,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownership,engine_displacement,transmission,year_of_manufacture,rto,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,fuel_suppy_system,turbo_charger,length,width,height,wheel_base,kerb_weight,gear_box,drive_type,seating_capacity,steering_type,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,cargo_volumn,value_configuration,super_charger,turning_radius,top_speed,acceleration,gross_weight,front_tread,rear_tread,borex_stroke,compression_ratio,ground_clearance_unladen,city
1305,0,Diesel,SUV,"35,000",Automatic,0,0th Owner,Land Rover,Land Rover Range Rover Sport,2018,4908,HSE,₹ 1.03 Crore,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1305,,Third Party insurance,Diesel,5 Seats,"35,000 Kms",,2993 cc,Automatic,2018,DL8C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",White,V-Type Engine,2993,255bhp@4000rpm,600Nm@1750-2250rpm,6.0,4.0,CRDI,Yes,4879mm,2220mm,1803mm,2923mm,2115kg,8 Speed,4WD,5,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",20,5,784-litres,DOHC,No,6.05 meters,210 Kmph,7.2 Seconds,,1690mm,1685mm,,,,delhi
1306,0,Petrol,Hatchback,"22,000",Automatic,2,2nd Owner,Mini,Mini Cooper,2014,5179,S,₹ 20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1306,May 2014,Comprehensive,Petrol,4 Seats,"22,000 Kms",Second Owner,1598 cc,Automatic,2014,HR26,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Cd Player",White,Petrol Engine,1598,181bhp@5500rpm,240Nm@1600-5000rpm ,4.0,2.0,,Yes,3714mm,1683mm,1407mm,2467mm,1165kg,6 Speed AT,FWD,4,Power,Disc,Drum,"Tubeless,Radial",15,3,160 - 680-litres,,No,,223km/hr,7.2 Seconds,1615kg,,,,,,delhi
1307,0,Diesel,SUV,"45,000",Manual,1,1st Owner,Mahindra,Mahindra Scorpio Classic,2022,9260,S 11 BSVI,₹ 17.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1307,Jul 2022,Third Party insurance,Diesel,7 Seats,"45,000 Kms",First Owner,2184 cc,Manual,2022,DL08,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Black,mHawk,2184,130.07bhp@3750rpm,300Nm@1600-2800rpm,4.0,4.0,CRDi,Yes,4456mm,1820mm,1995mm,2680mm,1950,6 Speed,,7,,Disc,Drum,"Radial, Tubeless",17,5,,,,,,,,,,,,,delhi
1308,0,Petrol,Sedan,"26,000",Automatic,1,1st Owner,Honda,Honda Amaze,2019,6421,V CVT Petrol BSIV,₹ 7.40 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1308,Jan 2019,Third Party insurance,Petrol,5 Seats,"26,000 Kms",First Owner,1199 cc,Automatic,2019,DL9C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Grey,i-VTEC Petrol Engine,1199,88.76bhp@6000rpm,110Nm@4800rpm,4.0,4.0,MPFi,No,3995mm,1695mm,1501mm,2470mm,945kg,CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,420,SOHC,No,4.7 metres,140 Kmph,15 Seconds,,,,,,,delhi
1309,0,Petrol,Hatchback,"21,387",Manual,1,1st Owner,Maruti,Maruti Alto 800,2018,7073,LXI,₹ 3.08 Lakh,₹ 3.26 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1309,Feb 2018,Third Party insurance,Petrol,5 Seats,"21,387 Kms",First Owner,796 cc,Manual,2018,DL6C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks",Silver,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,3445,1515,1475,2360,755,5 Speed,,5,,Disc,Drum,Tubeless Tyres,,5,,,,4.6,,,1185,1295,1290,,,,delhi
1310,0,Petrol,Hatchback,"64,568",Manual,1,1st Owner,Maruti,Maruti Swift,2018,10403,VXI,₹ 5.09 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1310,Apr 2018,Comprehensive,Petrol,5 Seats,"64,568 Kms",First Owner,1197 cc,Manual,2018,DL2C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",White,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,3845mm,1735,1530,2450,875-905,5-Speed,,5,Electric,Disc,Drum,"Radial, Tubeless",,5,268,,,4.8,,,1335,1530,1530,,,,delhi
1311,0,Petrol,SUV,"25,000",Automatic,1,1st Owner,Volkswagen,Volkswagen Taigun,2022,8611,1.0 TSI Topline AT BSVI,₹ 17.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1311,Jun 2022,Zero Dep,Petrol,5 Seats,"25,000 Kms",First Owner,999 cc,Automatic,2022,DL09,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Grey,1.0L TSI,999,113.98bhp@5000-5500rpm,178Nm@1750-4500rpm,3.0,4.0,TSI,Yes,4221mm,1760mm,1612mm,2651,1285,6-Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",17,5,385,,,5.05,,,1670,1531,1516,,,,delhi
1312,0,Petrol,Hatchback,"73,568",Manual,1,1st Owner,Maruti,Maruti Swift,2012,10403,VXI,₹ 3.05 Lakh,₹ 3.10 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1312,Jun 2012,Comprehensive,Petrol,5 Seats,"73,568 Kms",First Owner,1197 cc,Manual,2012,DL7C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Black,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,3845mm,1735,1530,2450,875-905,5-Speed,,5,Electric,Disc,Drum,"Radial, Tubeless",,5,268,,,4.8,,,1335,1530,1530,,,,delhi
1313,0,Petrol,Hatchback,"87,755",Manual,1,1st Owner,Maruti,Maruti Swift,2014,6242,VVT VXI,₹ 3.49 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1313,Jun 2014,Comprehensive,Petrol,5 Seats,"87,755 Kms",First Owner,1197 cc,Manual,2014,DL02,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",White,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFi,No,3840mm,1735mm,1530mm,2450mm,860Kgs,5,,5,Power,Disc,Drum,Tubeless,,5,,,No,4.8 Meters,,,1315kgs,1530mm,1530mm,,,,delhi
1314,0,Diesel,SUV,"34,000",Automatic,1,1st Owner,Jeep,Jeep Compass,2021,7320,2.0 Longitude AT,₹ 19.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1314,Apr 2021,Comprehensive,Diesel,5 Seats,"34,000 Kms",First Owner,1956 cc,Automatic,2021,HP95,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,2.0-Litre 4-Cyl Multijet II Engine,1956,173bhp,350Nm@1750-2500rpm,4.0,4.0,CRDI,Yes,4395mm,1818mm,1640mm,2636mm,1551 kgs,9 Speed,AWD,5,,Disc,Discs,"Radial, Tubless",17,5,408-litres,DOHC,No,,,,,,,,,,delhi
1315,0,Petrol,Hatchback,"25,319",Automatic,1,1st Owner,Hyundai,Hyundai i20 N Line,2021,8584,N8 DCT BSVI,₹ 9.01 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1315,Sept 2021,Zero Dep,Petrol,5 Seats,"25,319 Kms",First Owner,998 cc,Automatic,2021,DL7C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Silver,1.0 Turbo GDI,998,118.41bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,,Yes,3995mm,1775mm,1505mm,2580mm,1210,7 Speed,,5,Electric,Disc,Disc,"Tubeless,Radial",16,5,,,,,,,,,,,,,delhi
1316,0,Petrol,SUV,"11,000",Manual,1,1st Owner,Mahindra,Mahindra Thar,2022,7960,LX 4-Str Hard Top BSVI,₹ 15.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1316,Jul 2022,Third Party,Petrol,4 Seats,"11,000 Kms",First Owner,1997 cc,Manual,2022,DL1C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Grey,mStallion 150 TGDi Engine,1997,150bhp@5000rpm,300Nm@1250-3000rpm,4.0,4.0,,Yes,3985mm,1855mm,1844mm,2450mm,1815,6 Speed,4X4,4,Power,Disc,Drum,"Radial, Tubeless",18,3,,,,,,,,1520mm,1520mm,,,,delhi
1317,0,Petrol,Hatchback,"23,051",Automatic,1,1st Owner,Maruti,Maruti Ignis,2020,5555,1.2 AMT Zeta BSIV,₹ 6.51 Lakh,₹ 6.70 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1317,Jun 2020,Comprehensive,Petrol,5 Seats,"23,051 Kms",First Owner,1197 cc,Automatic,2020,UP14,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Blue,1.2-Litre VVT Petrol Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,3700mm,1690mm,1595mm,2435mm,855,5 Speed,FWD,5,Electrical,Disc,Drum,"Tubeless,Radial",15,5,260-litres,SOHC,No,4.7 m,,13.69 Seconds,,,,,,,delhi
1318,0,Petrol,SUV,"4,200",Automatic,1,1st Owner,MG,MG Hector,2021,8343,Sharp CVT,₹ 19 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1318,Aug 2021,Comprehensive,Petrol,5 Seats,"4,200 Kms",First Owner,1451 cc,Automatic,2021,UP14,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",White,1.5 L Turbocharged Intercooled,1451,141bhp@5000rpm,250Nm@1600-3600rpm,4.0,4.0,,Yes,4655mm,1835mm,1760mm,2750mm,1820,8-Speed,FWD,5,Power,Disc,Disc,"Tubeless, Radial",18,5,587,,,,,,,,,,,,delhi
1319,0,Petrol,Hatchback,"80,000",Manual,3,3rd Owner,Maruti,Maruti Swift,2012,4202,VXI,₹ 3 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1319,2012,Third Party insurance,Petrol,5 Seats,"80,000 Kms",Third Owner,1197 cc,Manual,2012,DL01,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks",Others,K Series Petrol Engine,1197,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,3850mm,1695mm,1530mm,2430mm,970kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,5,232-litres,DOHC,No,4.8 metres,160km/hr,12.29 Seconds,1415kg,1485mm,1495mm,73 X 71.5 mm,10.0:1,,delhi
1320,0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Hyundai,Hyundai Santro,2021,7457,Magna,₹ 5.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1320,2021,Third Party insurance,Petrol,5 Seats,"20,000 Kms",First Owner,1086 cc,Manual,2021,HR72,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Others,1.1 L Petrol,1086,68.05bhp@5500rpm,99Nm@4500 rpm,4.0,3.0,MPFI,No,3610 mm,1645 mm,1560 mm,2400 mm,1010,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",,5,235,SOHC,No,,,,,1476,1494,,,,delhi
1321,0,Diesel,MUV,"70,123",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2018,7306,2.4 G MT 8 STR,₹ 15.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1321,Aug 2018,Comprehensive,Diesel,8 Seats,"70,123 Kms",First Owner,2393 cc,Manual,2018,DL3C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Speakers Front",Falsa Colour,2-GD FTV Engine,2393,147.51bhp@3400rpm,343Nm@1400-2800rpm,4.0,4.0,CRDi,Yes,4735mm,1830mm,1795mm,2750mm,1845kg,5 Speed,RWD,8,Power,Disc,Drum,"Tubeless,Radial",16,5,,DOHC,No,5.4,,,2480kg,1540mm,1540mm,,,,delhi
1322,0,Petrol,Sedan,"71,156",Automatic,1,1st Owner,Honda,Honda City,2016,1217,i VTEC CVT VX,₹ 7.35 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1322,Aug 2016,Comprehensive,Petrol,5 Seats,"71,156 Kms",First Owner,1497 cc,Automatic,2016,DL5C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Cherry,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,4440mm,1695mm,1495mm,2600mm,1085kg,5 Speed CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,510-litres,SOHC,No,5.3 metres,195 Kmph,10 Seconds,,1480mm,1465mm,73.0 X 89.4 mm,10.3:1,,delhi
1323,0,Petrol,Hatchback,"10,000",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2021,7092,AMT Sportz,₹ 7.01 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1323,2021,Third Party insurance,Petrol,5 Seats,"10,000 Kms",First Owner,1197 cc,Automatic,2021,DL8C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Others,1.2 Kappa petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,No,3805mm,1680,1520,2450,1140,5-Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",14,5,,,,,,,,,,,,,delhi
1324,0,Diesel,MUV,"80,000",Manual,1,1st Owner,Maruti,Maruti Ertiga,2015,4050,VDI,₹ 5.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1324,2015,Third Party insurance,Diesel,7 Seats,"80,000 Kms",First Owner,1248 cc,Manual,2015,DL3C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Others,DDiS Diesel Engine,1248,88.76bhp@4000rpm,200Nm@1750rpm,4.0,4.0,CRDI,Yes,4265mm,1695mm,1685mm,2740mm,1235kg,5 Speed ,FWD,7,Power,Disc,Drum,"Tubeless, Radial",,5,135-liters,DOHC,No,5.2 metres,160 kmph,13.3 Seconds,1845kg,1480mm,1490mm,69.6 X 82 mm,17.6:1,,delhi
1325,0,Cng,Hatchback,"70,000",Manual,2,2nd Owner,Maruti,Maruti Celerio Tour 2018-2021,2019,8877,H2 CNG,₹ 4.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1325,2019,Third Party insurance,CNG,5 Seats,"70,000 Kms",Second Owner,998 cc,Manual,2019,HR55,,White,,998,,,3.0,4.0,,,3695,1655,1545,,765,,,5,,,,,,5,,,,,,,,,,,,,delhi
1326,0,Petrol,Sedan,"30,000",Manual,1,1st Owner,Fiat,Fiat Linea,2009,762,Active,₹ 1.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1326,2009,Third Party insurance,Petrol,5 Seats,"30,000 Kms",First Owner,1368 cc,Manual,2009,DL02,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",Black, FIRE Engine,1368,88.7bhp@6000rpm,115Nm@4500rpm,4.0,4.0,MPFi,No,4560mm,1730mm,1487mm,2603mm,1240kg,5 Speed,FWD,5,Power,Ventilated Disk,Drum,"Tubeless,Radial",15,4,,DOHC,No,5.4m,165km/hr,,,,,,,,delhi
1327,0,Petrol,Hatchback,"36,000",Automatic,1,1st Owner,Honda,Honda Brio,2017,5455,1.2 VX AT,₹ 4.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1327,Oct 2017,Third Party insurance,Petrol,5 Seats,"36,000 Kms",First Owner,1198 cc,Automatic,2017,DL10,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Red,i-VTEC Engine,1198,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,PGM - Fi,No,3610mm,1680mm,1500mm,2345mm,970kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",14,5,175-litres,SOHC,No,4.7 metres,145 Kmph,16 Seconds,,1480mm,1465mm,,,,delhi
1328,0,Petrol,Hatchback,"50,000",Manual,3,3rd Owner,Renault,Renault KWID,2017,5094,RXT,₹ 2.05 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1328,2017,Third Party insurance,Petrol,5 Seats,"50,000 Kms",Third Owner,799 cc,Manual,2017,HR26,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Radio",Gray,Petrol Engine,799,53.3bhp@5678rpm,72Nm@4386rpm,3.0,4.0,MPFi,No,3679mm,1579mm,1478mm,2422mm,710,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,300-litres,DOHC,No,4.9 metres,135 Kmph,16 Seconds,,,,,,,delhi
1329,0,Diesel,SUV,"30,211",Manual,1,1st Owner,Mahindra,Mahindra XUV300,2022,8388,W6 Diesel Sunroof BSVI,₹ 10.13 Lakh,₹ 10.33 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1329,Feb 2022,Zero Dep,Diesel,5 Seats,"30,211 Kms",First Owner,1497 cc,Manual,2022,UP85,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Black,1.5L Turbo Diesel,1497,115bhp@3750rpm,300Nm@1500-2500rpm,4.0,4.0,CRDi,Yes,3995 mm,1821 mm,1627 mm,2600 mm,1375,6 Speed,FWD,5,Power,Disc,Disc,"Tubeless,Radial",,5,259 Litres,DOHC,,5.3 m,,,,,,,,,delhi
1330,0,Diesel,SUV,"16,291",Automatic,1,1st Owner,Mahindra,Mahindra XUV700,2022,8626,AX7 Diesel AT Luxury Pack BSVI,₹ 27 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1330,Jun 2022,Third Party,Diesel,7 Seats,"16,291 Kms",First Owner,2198 cc,Automatic,2022,HR98,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Silver,2.2 L Turbo Diesel,2198,182.38bhp@3500rpm,450Nm@1750-2800rpm,4.0,4.0,CRDi,Yes,4695mm,1890mm,1755mm,2750mm,1890,6-Speed,FWD,7,Power,Ventilated Disc,Solid Disc,"Tubeless, Radial",18,5,,,,,162.41kmph,,,,,,,,delhi
1331,0,Petrol,Sedan,"40,000",Manual,1,1st Owner,Honda,Honda Amaze,2019,6423,VX Petrol BSIV,₹ 6.15 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1331,2019,Third Party insurance,Petrol,5 Seats,"40,000 Kms",First Owner,1199 cc,Manual,2019,,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,i-VTEC Petrol Engine,1199,88.76bhp@6000rpm,110Nm@4800rpm,4.0,4.0,MPFi,No,3995mm,1695mm,1501mm,2470mm,924kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",14,4,420Liters,SOHC,No,4.5 metres,160 Kmph,15 Seconds,,,,,,,delhi
1332,0,Petrol,Hatchback,"72,368",Manual,2,2nd Owner,Maruti,Maruti Baleno,2016,3962,1.2 Delta,₹ 4.33 Lakh,₹ 4.37 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1332,Jun 2016,Comprehensive,Petrol,5 Seats,"72,368 Kms",Second Owner,1197 cc,Manual,2016,DL3C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Orange,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,870kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,339-litres,DOHC,No,4.9 meters,180 Kmph,12.36 seconds,1340kg,1515mm,1525mm,,,,delhi
1333,0,Diesel,SUV,"51,260",Manual,2,2nd Owner,Honda,Honda WR-V,2018,5669,i-DTEC S,₹ 6.07 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1333,Jun 2018,Third Party,Diesel,5 Seats,"51,260 Kms",Second Owner,1498 cc,Manual,2018,DL09,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Silver,i-DTEC Diesel Engine,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,CRDi,Yes,3999mm,1734mm,1601mm,2555mm,1168kg,6 Speed,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",16,5,363 Litres,DOHC,No,5.3 metres,176 kmph,12.43 Seconds,,,,,,,delhi
1334,0,Petrol,Hatchback,"30,000",Manual,2,2nd Owner,Honda,Honda Brio,2013,1203,S MT,₹ 3.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1334,2013,Third Party insurance,Petrol,5 Seats,"30,000 Kms",Second Owner,1198 cc,Manual,2013,,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",White,i-VTEC Engine,1198,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,PGM - Fi,No,3610mm,1680mm,1500mm,2345mm,925kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,175-litres,SOHC,No,4.5 metres,,,,1480mm,1465mm,,,,delhi
1335,0,Petrol,Hatchback,"79,166",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,5701,1.2 Asta Option,₹ 5.64 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1335,Jun 2018,Comprehensive,Petrol,5 Seats,"79,166 Kms",First Owner,1197 cc,Manual,2018,DL07,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,MPFI,No,3985mm,1734mm,1505mm,2570mm,1066kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,16,5,295-litres,DOHC,No,5.2 metres,170 Kmph,13.2 Seconds,,1505mm,1503mm,,,,delhi
