,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownership,engine_displacement,transmission,year_of_manufacture,rto,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,fuel_suppy_system,turbo_charger,length,width,height,wheel_base,kerb_weight,gear_box,drive_type,seating_capacity,steering_type,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,cargo_volumn,value_configuration,super_charger,turning_radius,top_speed,acceleration,gross_weight,front_tread,rear_tread,borex_stroke,compression_ratio,ground_clearance_unladen,city
173,0,Cng,Hatchback,"30,400",Manual,1,1st Owner,Tata,Tata Tiago,2022,8725,XZ Plus CNG BSVI,₹ 7.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",173,Mar 2022,Comprehensive,CNG,5 Seats,"30,400 Kms",First Owner,1199 cc,Manual,2022,HR26,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,1.2 L i-CNG,1199,72bhp@6000rpm,95Nm@3500rpm,3.0,4.0,,,3765mm,1677,1535,2400,1030,5-Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",,5,,,,,,,,,,,,,delhi
174,0,Petrol,Hatchback,"23,961",Manual,2,2nd Owner,Hyundai,Hyundai EON,2013,1503,Magna Plus,₹ 2.16 Lakh,₹ 2.18 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",174,Sept 2013,Comprehensive,Petrol,5 Seats,"23,961 Kms",Second Owner,814 cc,Manual,2013,UP14,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks, Radio",Silver,Petrol Engine,814,55.2bhp@5500rpm,74.5Nm@4000rpm,3.0,3.0,MPFI,No,3495mm,1550mm,1500mm,2380mm,910,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,215-litres,SOHC,No,4.6 metres,135 Kmph,19 Seconds,,1386mm,1368mm,,,,delhi
175,0,Petrol,Hatchback,"66,300",Manual,1,1st Owner,Toyota,Toyota Etios Liva,2018,5423,1.2 V,₹ 5.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",175,Sept 2018,Third Party insurance,Petrol,5 Seats,"66,300 Kms",First Owner,1197 cc,Manual,2018,HR26,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",White,Petrol Engine,1197,78.9bhp@5600rpm,104Nm@3100rpm,4.0,4.0,EFI,No,3884mm,1695mm,1510mm,2460mm,930kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless,,5,251,DOHC,No,4.8 metres,160 Kmph,14 Seconds,,,,2.85 X 3.57 mm,,,delhi
176,0,Diesel,Coupe,"38,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GLC Coupe,2020,7662,300d 4MATIC BSVI,₹ 69.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",176,Jul 2020,Comprehensive,Diesel,5 Seats,"38,000 Kms",First Owner,1950 cc,Automatic,2020,HR26,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Grey,Diesel Engine,1950,241.38bhp@4200rpm,500Nm@1600-2400rpm,4.0,4.0,,,4731mm,1890mm,1644mm,2873mm,1950,9G-TRONIC,,5,,Disc,Disc,,19,4,,,,,233 Kmph,6.6 Seconds,2530kg,1639mm,,,,,delhi
177,0,Petrol,Hatchback,"20,802",Manual,1,1st Owner,Maruti,Maruti Celerio X,2019,7721,VXI,₹ 4.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",177,Nov 2019,Zero Dep,Petrol,5 Seats,"20,802 Kms",First Owner,998 cc,Manual,2019,HR36,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Silver,K10B Petrol Engine,998,67.05bhp@6000rpm,90Nm@3500rpm,3.0,4.0,MPFi,No,3715mm,1635mm,1565mm,2425mm,835,5 Speed,FWD,5,Electric,Ventilated Disc,Drum,"Radial,Tubeless",,5,235 Litres,,No,4.7,,,1250,1420mm,1410mm,,,,delhi
178,0,Petrol,Hatchback,"54,420",Manual,1,1st Owner,Maruti,Maruti Wagon R Stingray,2013,4369,VXI,₹ 2.76 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",178,Nov 2013,Third Party,Petrol,5 Seats,"54,420 Kms",First Owner,998 cc,Manual,2013,DL1C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Radio",Silver,K 10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,3636mm,1475mm,1670mm,2400mm,885kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,14,5,180-liters,DOHC,No,4.6 metres,150 Kmph,15 Seconds,1350kg,1295mm,1290mm,,,,delhi
179,0,Diesel,Sedan,"72,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz S-Class,2014,4729,S 350 CDI,₹ 34.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",179,Jul 2014,Comprehensive,Diesel,5 Seats,"72,000 Kms",Second Owner,2987 cc,Automatic,2014,DL02,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Grey,V-Type Engine ,2987,282bhp@4000rpm,490Nm@1600rpm,6.0,4.0,CRDI ,Yes,5226mm,1871mm,1479mm,3165mm,2000kg,7 Speed,RWD,5,Power,"Disc,internally ventilated ",Disc,"Tubeless,Radial",17,4,,DOHC ,No,,250 kmph,5.4 Seconds,2580kg,1600mm,1606mm,,17.7:1,,delhi
180,0,Petrol,SUV,"19,000",Automatic,1,1st Owner,Lexus,Lexus RX,2020,7187,450hL,₹ 88 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",180,Nov 2020,Comprehensive,Petrol,5 Seats,"19,000 Kms",First Owner,3456 cc,Automatic,2020,DL01,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Dvd Player",Black,2 GR FXS,3456,258.81bhp@6000rpm,335Nm@4600rpm,6.0,4.0,D-4S,,5000mm,1895mm,1700mm,2790mm,2195-2260kg,8 Speed,AWD,5,Electric,Ventilated discs,Ventilated discs,"Tubeless,Radial",18,5,,,,5.9 metres,,7.7 Sec,2840kg,1640mm,1630mm,,13.0 : 1,,delhi
181,0,Petrol,Sedan,"92,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2012,1832,1.6 SX VTVT,₹ 3.35 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",181,Sept 2012,Comprehensive,Petrol,5 Seats,"92,000 Kms",First Owner,1591 cc,Manual,2012,DL1C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,VTVT Petrol Engine,1591,121.3bhp@6300rpm,154.9Nm@4200rpm,4.0,4.0,MPFI,No,4375mm,1700mm,1475mm,2570mm,1260,5 Speed,FWD,5,Power,Disc ,Drum,"Tubeless,Radial",16,4,465-litre,DOHC,No,5.2 metres,196km/hr,10.5 Seconds,,,,77.0mm X 85.44mm,10.5;1,,delhi
182,0,Diesel,Sedan,"24,000",Automatic,1,1st Owner,Audi,Audi A3,2019,7,35 TDI Technology,₹ 22.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",182,Mar 2020,Third Party insurance,Diesel,5 Seats,"24,000 Kms",First Owner,1968 cc,Automatic,2019,HR26,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Cd Player",White,TDI Diesel Engine,1968,143bhp@3500-4000rpm,320Nm@1750-3000rpm,4.0,4.0,CRDi,Yes,4458mm,1796mm,1416mm,2637mm,1490Kg,6 Speed,FWD,5,Power,Ventilated Disc,Disc,"Tubeless,Radial",16,4,425,DOHC,No,5.35 metres,215 kmph,8.6 Seconds,1890kg,1555mm,1526mm,82.5 x 92.8,,,delhi
183,0,Petrol,SUV,"59,801",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2018,6432,1.6 SX Automatic,₹ 11.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",183,Apr 2018,Comprehensive,Petrol,5 Seats,"59,801 Kms",First Owner,1591 cc,Automatic,2018,DL8C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Silver,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151NM@4850rpm,4.0,4.0,MPFi,No,4270mm,1780mm,1665mm,2590mm,1300,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,17,5,400,DOHC,No,5.3 metres,,,,,,,,190mm,delhi
184,0,Petrol,SUV,"32,228",Automatic,1,1st Owner,Maruti,Maruti Vitara Brezza,2020,7573,ZXI Plus AT,₹ 9.85 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",184,Sept 2020,Comprehensive,Petrol,5 Seats,"32,228 Kms",First Owner,1462 cc,Automatic,2020,DL3C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,K15B ISG Petrol Engine,1462,103.26bhp@6000rpm,138nm@4400rpm,4.0,4.0,,,3995mm,1790mm,1640mm,2500mm,1135-1150,4 Speed,FWD,5,Electronic,Ventilated Disc,Drum,"Tubeless,Radial",R16,5,328,DOHC,,5.2 metres,,,1600kg,,,,,,delhi
185,0,Petrol,SUV,"1,02,788",Manual,3,3rd Owner,Mitsubishi,Mitsubishi Outlander,2012,3428,Chrome,₹ 15.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",185,Dec 2012,Third Party insurance,Petrol,5 Seats,"1,02,788 Kms",Third Owner,2360 cc,Manual,2012,DL01,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",White,Petrol,2360,170PS @ 6000rpm,226Nm @ 4100rpm,4.0,4.0,MPFI,Yes,,,,,,Six Speed Manual with Paddle Shifter,All Wheel Drive,5,Power,Ventilated Discs,Drum in Discs,"Tubeless,Radial",16,5,,DOHC,No,5.3 Meter,190kmph,11.5 seconds,,,,,,,delhi
186,0,Diesel,Sedan,"88,594",Manual,1,1st Owner,Honda,Honda Amaze,2018,1155,S i-DTEC,₹ 5.67 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",186,Aug 2018,Comprehensive,Diesel,5 Seats,"88,594 Kms",First Owner,1498 cc,Manual,2018,UP16,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,i-DTEC Diesel Engine,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,CRDi,Yes,3990mm,1680mm,1505mm,2405mm,1065kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,400-litres,DOHC,No,4.7 metres,140 Kmph,17 Seconds,,,,,,,delhi
187,0,Petrol,Sedan,"21,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz CLA,2018,4547,200 CGI Sport,₹ 27.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",187,Sept 2018,Third Party insurance,Petrol,5 Seats,"21,000 Kms",Second Owner,1991 cc,Automatic,2018,DL12,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",White,In Line Petrol Engine ,1991,183bhp@5500rpm,300Nm@1200-4000rpm,4.0,4.0,Direct Injection,Yes,4630mm,2032mm,1432mm,2699mm,1510kg,7 Speed,FWD,5,Power,Disc,Disc,"Tubeless,Radial",17,4,470-litres,DOHC,No,5.5 metres,235 Kmph,7.8 Seconds,1955kg,1549mm,1547mm,,,,delhi
188,0,Diesel,SUV,"33,756",Manual,2,2nd Owner,Hyundai,Hyundai Creta,2017,1443,1.6 CRDi SX Plus,₹ 8.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",188,Jan 2018,Comprehensive,Diesel,5 Seats,"33,756 Kms",Second Owner,1582 cc,Manual,2017,DL7C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,U2 CRDI VGT Engine,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,CRDi,Yes,4270mm,1780mm,1630mm,2590mm,1320,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,16,5,400-litres,DOHC,No,5.3 metres,190 Kmph,10.5 Seconds,,,,,,,delhi
189,0,Petrol,SUV,"38,192",Manual,1,1st Owner,Honda,Honda WR-V,2017,5668,i-VTEC VX,₹ 7.38 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",189,Oct 2017,Zero Dep,Petrol,5 Seats,"38,192 Kms",First Owner,1199 cc,Manual,2017,UP16,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,MPFi,No,3999mm,1734mm,1601mm,2555mm,1103kg,5 Speed,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",16,5,363 Litres,SOHC,No,5.3 metres,164.26 kmph,15.31 Seconds,,,,,,,delhi
190,0,Diesel,MUV,"50,000",Automatic,1,1st Owner,Kia,Kia Carnival,2020,7343,Limousine,₹ 30.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",190,Jul 2020,Comprehensive,Diesel,7 Seats,"50,000 Kms",First Owner,2199 cc,Automatic,2020,HP38,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Black,D2.2L VGT Diesel,2199,197.26bhp@3800rpm,440Nm@1750-2750rpm,4.0,4.0,CRDi,Yes,5115mm,1985,1755,3060mm,2270,8-Speed,2WD,7,,Disc,Disc,"Tubeless, Radial",18,5,540,,,,,,,,,,,,delhi
191,0,Petrol,Sedan,"97,411",Manual,1,1st Owner,Honda,Honda Amaze,2017,1156,SX i VTEC,₹ 4.69 Lakh,₹ 4.74 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",191,Oct 2017,Comprehensive,Petrol,5 Seats,"97,411 Kms",First Owner,1198 cc,Manual,2017,HR51,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,MPFi,No,3990mm,1680mm,1505mm,2405mm,965kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,400-litres,SOHC,No,4.5 metres,160 Kmph,15 Seconds,,,,,,,delhi
192,0,Petrol,Hatchback,"11,077",Automatic,1,1st Owner,Honda,Honda Jazz,2021,7977,VX CVT,₹ 9.35 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",192,Mar 2021,Zero Dep,Petrol,5 Seats,"11,077 Kms",First Owner,1199 cc,Automatic,2021,DL10,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",White,1.2 i-VTEC,1199,88.50bhp@6000rpm,110Nm@4800rpm,4.0,4.0,,,3989mm,1694,1544,2530,1066,7 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",15,5,354,SOHC,,5.1,,,,,,,,,delhi
193,0,Diesel,SUV,"55,000",Manual,2,2nd Owner,Hyundai,Hyundai Creta,2020,1445,1.6 CRDi SX Option,₹ 12.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",193,Mar 2020,Third Party insurance,Diesel,5 Seats,"55,000 Kms",Second Owner,1582 cc,Manual,2020,UP14,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Blue,U2 CRDI VGT Engine,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,CRDi,Yes,4270mm,1780mm,1630mm,2590mm,1300,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,17,5,400-litres,DOHC,No,5.3 metres,190 Kmph,10.5 Seconds,,,,,,,delhi
194,0,Petrol,Sedan,"43,100",Automatic,1,1st Owner,Skoda,Skoda Rapid,2016,3126,1.6 MPI AT Elegance,₹ 7.65 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",194,Feb 2017,Third Party insurance,Petrol,5 Seats,"43,100 Kms",First Owner,1598 cc,Automatic,2016,DL8C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Carbon Steel,Petrol Engine,1598,103.52bhp@5250rpm,153Nm@3800rpm,4.0,4.0,MPFI,No,4386mm,1699mm,1466mm,2552mm,1180kg,6 Speed ,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,460-litres,DOHC,No,5.3 metres,186 Kmph,12.1 Seconds,1720kg,,,,,,delhi
195,0,Diesel,SUV,"82,501",Manual,1,1st Owner,Ford,Ford Ecosport,2018,6093,1.5 Diesel Titanium BSIV,₹ 7.65 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",195,May 2018,Comprehensive,Diesel,5 Seats,"82,501 Kms",First Owner,1498 cc,Manual,2018,UP14,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,TDCi Diesel Engine,1498,98.96bhp@3750rpm,205Nm@1750-3250rpm,4.0,4.0,Direct Injection,Yes,3998mm,1765mm,1647mm,2519mm,1300Kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,SOHC,No,5.3 metres,,,1690Kg,,,73.5 X 88.3 mm,16.0:1,,delhi
196,0,Petrol,Hatchback,"91,881",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,3970,1.2 Alpha,₹ 5.24 Lakh,₹ 5.29 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",196,Aug 2016,Comprehensive,Petrol,5 Seats,"91,881 Kms",First Owner,1197 cc,Manual,2016,HR26,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Blue,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,890Kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,339-litres,DOHC,No,4.9 meters,180 Kmph,12.36 seconds,1340kg,1505mm,1515mm,,,,delhi
197,0,Petrol,Hatchback,"36,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2017,4174,LXI Optional-O,₹ 3.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",197,Jun 2017,Third Party insurance,Petrol,5 Seats,"36,000 Kms",Second Owner,1197 cc,Manual,2017,UP14,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",White,K Series VVT Engine,1197,83.11bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,3840mm,1735mm,1530mm,2450mm,855Kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,,5,204-liters,DOHC,No,4.8 metres,165 kmph,12.6 Seconds,1315kg,,,73 X 71.5 mm,11.0:1,,delhi
198,0,Petrol,Hatchback,"62,479",Automatic,2,2nd Owner,Maruti,Maruti Baleno,2018,5920,1.2 CVT Alpha,₹ 6.21 Lakh,₹ 6.33 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",198,Jun 2018,Comprehensive,Petrol,5 Seats,"62,479 Kms",Second Owner,1197 cc,Automatic,2018,DL9C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Silver,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,935kg,CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,339-litres,DOHC,No,4.9 meters,180 Kmph,12.36 seconds,1360kg,1515mm,1525mm,,,,delhi
199,0,Diesel,SUV,"53,000",Manual,2,2nd Owner,Mahindra,Mahindra Scorpio,2016,3628,1.99 S10,₹ 9.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",199,Dec 2016,Comprehensive,Diesel,7 Seats,"53,000 Kms",Second Owner,1997 cc,Manual,2016,DL10,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,mHawk Diesel Engine,1997,120bhp@4000rpm,280Nm@1800-2800rpm,4.0,4.0,CRDi,Yes,4456mm,1820mm,1995mm,2680mm,1535,5 Speed,RWD,7,Power,Disc,Drum,"Tubeless,Radial",17,5,460-litres,DOHC,No,5.4 metres,160 Kmph,14 Seconds,2510kg,1450mm,1450mm,,,,delhi
200,0,Petrol,Hatchback,"51,000",Manual,2,2nd Owner,Honda,Honda Brio,2013,1188,S MT,₹ 2.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",200,Mar 2013,Comprehensive,Petrol,5 Seats,"51,000 Kms",Second Owner,1198 cc,Manual,2013,DL4C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Grey,i-VTEC Engine,1198,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,PGM - Fi,No,3610mm,1680mm,1500mm,2345mm,925kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,175-litres,SOHC,No,4.5 metres,164 Kmph,14.5 Seconds,,1480mm,1465mm,,,,delhi
201,0,Petrol,Hatchback,"63,774",Manual,1,1st Owner,Hyundai,Hyundai i20,2015,1482,Asta 1.2,₹ 5.49 Lakh,₹ 5.59 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",201,Jun 2015,Comprehensive,Petrol,5 Seats,"63,774 Kms",First Owner,1197 cc,Manual,2015,DL9C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,MPFI,No,3985mm,1734mm,1505mm,2570mm,1066kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,16,5,295-litres,DOHC,No,5.2 metres,170 Kmph,13.2 Seconds,,1505mm,1503mm,,,,delhi
202,0,Petrol,Sedan,"45,000",Manual,1,1st Owner,Honda,Honda Amaze,2017,5327,S Option i-VTEC,₹ 4.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",202,Dec 2017,Comprehensive,Petrol,5 Seats,"45,000 Kms",First Owner,1198 cc,Manual,2017,DL3C,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Grey,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,MPFi,No,3990mm,1680mm,1505mm,2405mm,955kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,400-litres,SOHC,No,4.5 metres,140 Kmph,15 Seconds,,,,,,,delhi
