,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,compression_ratio,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,cargo_volumn,top_speed,acceleration,ground_clearance_unladen,city
30,0,Petrol,SUV,"32,209",Manual,1,1st Owner,Ford,Ford Ecosport,2020,6087,1.5 Petrol Titanium BSIV,₹ 9.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",30,Jun 2020,Third Party insurance,Petrol,5 Seats,"32,209 Kms",TS07,First Owner,1497 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,Ti-VCT Petrol Engine,1497,121.31bhp@6500rpm,150Nm@4500rpm,3.0,4.0,DOHC,Direct Injection,79 X 76.5 mm,11.0:1,No,No,3998mm,1765mm,1647mm,2519mm,,,1242Kg,1660Kg,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,,,,hyderabad
31,0,Petrol,Hatchback,"75,747",Manual,1,1st Owner,Honda,Honda Jazz,2018,1339,1.2 V i VTEC,₹ 6.39 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",31,Mar 2018,Comprehensive,Petrol,5 Seats,"75,747 Kms",TS09,First Owner,1199 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Brown,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3955mm,1694mm,1544mm,2530mm,,,1044kg,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,"Tubeless,Radial",15,5,354-litres,172 Kmph,13.7 Seconds,,hyderabad
32,0,Petrol,Hatchback,"49,241",Manual,2,2nd Owner,Hyundai,Hyundai i20,2018,5701,1.2 Asta Option,₹ 7.12 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",32,Jul 2018,Third Party insurance,Petrol,5 Seats,"49,241 Kms",TS10,Second Owner,1197 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1066kg,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,16,5,295-litres,170 Kmph,13.2 Seconds,,hyderabad
33,0,Diesel,SUV,"1,00,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz GLE,2018,4651,250d,₹ 30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",33,2018,Third Party insurance,Diesel,5 Seats,"1,00,000 Kms",TS09,Second Owner,2143 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Others,In Line Engine,2143,201.15bhp@3800rpm,500Nm@1600-1800rpm,4.0,4.0,DOHC,CRDi,83.0 x 92.0 mm,16.2:1,Yes,No,4819mm,2141mm,1796mm,2915mm,1648mm,1663mm,2150kg,2950kg,9 Speed,AWD,5,Power,5.9 metres,Ventilated Disc,Ventilated Disc,"Radial,Tubeless",19,5,690-litres,212 Kmph,8.6 Seconds,,hyderabad
34,0,Diesel,SUV,"1,19,422",Automatic,1,1st Owner,Ford,Ford Endeavour,2016,911,3.2 Trend AT 4X4,₹ 22.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",34,Apr 2017,Third Party insurance,Diesel,7 Seats,"1,19,422 Kms",TS08,First Owner,3198 cc,Automatic,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,Diesel Engine,3198,197.2bhp@3000rpm,470Nm@1750-2500rpm,5.0,4.0,DOHC,TDCi,,,Yes,No,4892mm,1860mm,1837mm,2850mm,1475mm,1470mm,1879kg,,6 Speed,4WD,7,Power,,Disc,Disc,"Tubeless,Radial",18,5,,,,,hyderabad
35,0,Petrol,Hatchback,"33,488",Manual,1,1st Owner,Maruti,Maruti Swift,2021,8378,VXI BSVI,₹ 6.70 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",35,Jun 2021,Third Party insurance,Petrol,5 Seats,"33,488 Kms",TS07,First Owner,1197 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Blue,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,"Radial, Tubeless",,5,268,,,,hyderabad
36,0,Petrol,SUV,"30,000",Manual,1,1st Owner,Mahindra,Mahindra Thar,2021,7960,LX 4-Str Hard Top BSVI,₹ 16.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",36,2021,Third Party insurance,Petrol,4 Seats,"30,000 Kms",,First Owner,1997 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Others,mStallion 150 TGDi Engine,1997,150bhp@5000rpm,300Nm@1250-3000rpm,4.0,4.0,,,,,Yes,,3985mm,1855mm,1844mm,2450mm,1520mm,1520mm,1815,,6 Speed,4X4,4,Power,,Disc,Drum,"Radial, Tubeless",18,3,,,,,hyderabad
37,0,Petrol,Hatchback,"21,000",Manual,1,1st Owner,Tata,Tata Altroz,2022,8277,XZ Plus BSVI,₹ 8.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",37,Sept 2022,Third Party,Petrol,5 Seats,"21,000 Kms",TS09,First Owner,1199 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,1.2 l Revotron,1199,86.83bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,,,,No,,3990mm,1755,1523,2501,,,1030,,5-Speed,,5,Electric,5.0,Disc,Drum,"Tubeless,Radial",16,5,345,,,,hyderabad
38,0,Diesel,SUV,"56,545",Manual,1,1st Owner,Jeep,Jeep Compass,2018,6600,2.0 Limited Plus BSIV,₹ 16 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",38,Feb 2019,Third Party insurance,Diesel,5 Seats,"56,545 Kms",TS09,First Owner,1956 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Grey,2.0-Litre 4-Cyl Multijet II Engine,1956,170.63bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4395mm,1818mm,1640mm,2636mm,,,1562 kgs,,6 Speed,4X2,5,power,,Disc,Discs,"Radial, Tubless",18,5,408-litres,,,,hyderabad
39,0,Petrol,Hatchback,"64,000",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2017,6300,1.0 MPI Highline,₹ 6.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",39,Nov 2017,Third Party insurance,Petrol,5 Seats,"64,000 Kms",TS09,First Owner,999 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Blue,MPI Petrol Engine,999,75bhp@6200rpm,95Nm@3000-4300rpm,3.0,4.0,DOHC,MPFI,74.5x76.4 mm,10.5:1,No,No,3971mm,1682mm,1469mm,2469mm,1460mm,1456mm,1044Kg,1500Kg,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,"Tubeless,Radial",15,5,280,165 kmph,14.2 Seconds,,hyderabad
40,0,Petrol,Sedan,"71,413",Manual,2,2nd Owner,Volkswagen,Volkswagen Ameo,2018,6381,1.0 MPI Trendline,₹ 5.33 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",40,Nov 2018,Third Party insurance,Petrol,5 Seats,"71,413 Kms",TS09,Second Owner,999 cc,Manual,2018,"Power Steering, Air Quality Control, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Anti Lock Braking System, Centeral Locking",White,MPI Petrol Engine,999,75bhp@6200rpm,95Nm@3000-4300rpm,3.0,4.0,DOHC,MPFI,74.5 x 76.4 mm,,No,No,3995mm,1682mm,1483mm,2470mm,1460mm,1456mm,1027Kg,,5 Speed,FWD,5,Power,5.4 meters,Disc,Drum,"Tubeless,Radial",,4,330-litres,,,,hyderabad
41,0,Petrol,Hatchback,"31,920",Manual,2,2nd Owner,Renault,Renault KWID,2020,7429,RXT,₹ 4.87 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",41,Aug 2020,Third Party,Petrol,5 Seats,"31,920 Kms",TS15,Second Owner,799 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Red,Petrol Engine,799,53.26bhp@5600rpm,72Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3731mm,1579mm,1474mm,2422mm,,,710,,5 Speed,FWD,5,Electric,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,279,,16 Seconds,,hyderabad
42,0,Diesel,SUV,"46,000",Automatic,1,1st Owner,BMW,BMW X1,2019,338,sDrive 20d xLine,₹ 33.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",42,Jun 2019,Comprehensive,Diesel,5 Seats,"46,000 Kms",TS11,First Owner,1995 cc,Automatic,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Black,Diesel Engine,1995,188bhp@4000rpm,400Nm@1750-2500rpm,4.0,4.0,DOHC,CRDi,84 X 90 mm,16.5:1,Yes,No,4439mm,1821mm,1612mm,2670mm,1561mm,1562mm,1550,,8 Speed,FWD,5,Power,5.8 metres,Disc,Disc,Runflat,17,5,505-litres,222 Kmph,7.8 Seconds,,hyderabad
43,0,Petrol,Hatchback,"9,939",Manual,2,2nd Owner,Maruti,Maruti S-Presso,2022,7173,VXI Plus 2019-2022,₹ 5.26 Lakh,₹ 5.37 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",43,Mar 2023,Comprehensive,Petrol,5 Seats,"9,939 Kms",TS27,Second Owner,998 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Red,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3565,1520,1567,2380,1316,1318,736-775,1170,5 Speed,FWD,5,Power,4.5,Ventilated Disc,Drum,"Tubeless, Radial",,5,,,,,hyderabad
44,0,Petrol,Hatchback,"7,156",Manual,1,1st Owner,Maruti,Maruti Baleno,2022,6776,Alpha,₹ 9.26 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",44,Sept 2022,Third Party,Petrol,5 Seats,"7,156 Kms",TS08,First Owner,1197 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Blue,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,865-890,1340kg,5 Speed,FWD,5,Electric,4.9,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,,12.36 seconds,,hyderabad
45,0,Petrol,Sedan,"20,608",Manual,1,1st Owner,Toyota,Toyota Yaris,2018,7283,J,₹ 8.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",45,Sept 2018,Comprehensive,Petrol,5 Seats,"20,608 Kms",TS07,First Owner,1496 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Speakers Front",White,1.5 Dual VVT-i Engine,1496,105.94bhp@6000rpm,140Nm@4200rpm,4.0,4.0,DOHC,EFI,,,No,No,4425mm,1730mm,1495mm,2550mm,,,1090kg,1580kg,6 Speed,FWD,5,Power,5.1,Disc,Drum,"Tubless, Radial",,4,476,,,,hyderabad
46,0,Petrol,Sedan,"92,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2019,5829,VXI 1.2 BS IV,₹ 7.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",46,Sept 2019,Comprehensive,Petrol,5 Seats,"92,000 Kms",TS04,Second Owner,1197 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Grey,K Series VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1735mm,1515mm,2450mm,1530mm,1520mm,860Kg,1315Kg,5 Speed,FWD,5,Electric,4.8 metres,Ventilated Disc,Drum,"Tubeless,Radial",,4,378,,12.6 Seconds,,hyderabad
47,0,Petrol,Hatchback,"67,553",Automatic,2,2nd Owner,Maruti,Maruti Celerio,2018,6054,ZXI Optional AMT BSIV,₹ 5.01 Lakh,₹ 5.06 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",47,Mar 2018,Comprehensive,Petrol,5 Seats,"67,553 Kms",TS16,Second Owner,998 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Red,K10B Engine,998,67.04bhp@6000rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFi,73 X 82 mm,11.0:1,No,No,3695mm,1600mm,1560mm,2425mm,1420mm,1410mm,850kg,1250kg,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,150 Kmph,15.05 Seconds,,hyderabad
48,0,Petrol,Sedan,"95,286",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2017,4219,VXI Optional,₹ 5.77 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",48,Mar 2017,Third Party,Petrol,5 Seats,"95,286 Kms",TS07,First Owner,1197 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,K Series VVT Engine,1197,83.14bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,73 X 71.5 mm,11.0:1,No,No,3995mm,1695mm,1555mm,2430mm,1485mm,1495mm,945kg,1415kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,"Tubeless,Radial",,4,320-liters,158 Kmph,12.6 Seconds,,hyderabad
49,0,Diesel,SUV,"66,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2015,3801,W6 2WD,₹ 8.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",49,Sept 2015,Comprehensive,Diesel,7 Seats,"66,000 Kms",TS08,First Owner,2179 cc,Manual,2015,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Silver,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1840,2510kg,6 Speed ,FWD,7,Power,5.6 metres,Disc,Disc,Tubeless Tyres,,5,720-litres,185 Kmph,10 Seconds,,hyderabad
50,0,Petrol,Hatchback,"35,929",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2019,5604,1.2 Kappa Sportz BSIV,₹ 5.21 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",50,Jul 2019,Zero Dep,Petrol,5 Seats,"35,929 Kms",TS08,First Owner,1197 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1120,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,,5,256,165 Kmph,12.9 Seconds,,hyderabad
51,0,Petrol,SUV,"1,36,035",Manual,1,1st Owner,Honda,Honda BR-V,2016,1185,i-VTEC VX MT,₹ 6.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",51,Jan 2017,Comprehensive,Petrol,7 Seats,"1,36,035 Kms",TS09,First Owner,1497 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Grey,i-VTEC Petrol Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,,2.99 X 3.46 mm,,No,No,4456mm,1735mm,1666mm,2662mm,,,1235kg,,6 Speed,FWD,7,Power,5.3 metres,Disc,Drum,"Tubless, Radial",16,5,223-litres,,,,hyderabad
52,0,Diesel,MUV,"93,997",Manual,1,1st Owner,Maruti,Maruti Ertiga,2013,4051,ZDI,₹ 6.70 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",52,Jul 2014,Third Party insurance,Diesel,7 Seats,"93,997 Kms",TS08,First Owner,1248 cc,Manual,2013,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Silver,DDiS Diesel Engine,1248,88.8bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,4265mm,1695mm,1685mm,2740mm,1480mm,1490mm,1235kg,1845kg,5 Speed ,FWD,7,Power,5.2 metres,Disc,Drum,"Tubeless, Radial",15,5,135-liters,160 kmph,13.3 Seconds,,hyderabad
53,0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Skoda,Skoda Rapid,2018,3124,1.6 MPI Active BSIV,₹ 7.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",53,2018,Third Party insurance,Petrol,5 Seats,"60,000 Kms",TS07,First Owner,1598 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Others,Petrol Engine,1598,103.2bhp@5200-5250rpm,153Nm@3750-3800rpm,4.0,4.0,DOHC,MPFI,,,No,No,4413mm,1699mm,1466mm,2552mm,,,1111kg,1680Kg,5 Speed,FWD,5,Power,5.3 meters,Disc,Drum,"Tubeless,Radial",,4,460,185kmph,,120mm,hyderabad
54,0,Diesel,SUV,"52,220",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2019,4303,ZDi Plus Dual Tone,₹ 9.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",54,Apr 2019,Comprehensive,Diesel,5 Seats,"52,220 Kms",TS08,First Owner,1248 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Red,DDiS 200 Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDi,69.6 X 82,,Yes,No,3995mm,1790mm,1640mm,2500mm,,,1210kg,1680kg,5 Speed,FWD,5,Power,5.2 meters,Ventilated Disc,Drum,"Tubeless,Radial",16,5,328-litres,172 kmph,12.36 Seconds,,hyderabad
55,0,Petrol,Sedan,"61,659",Manual,2,2nd Owner,Maruti,Maruti Ciaz,2019,6550,Zeta BSIV,₹ 8.30 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",55,Jun 2019,Third Party,Petrol,5 Seats,"61,659 Kms",TS10,Second Owner,1462 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",White,k15B VVT Engine,1462,103.25bhp@6000rpm,138Nm@4400rpm,4.0,4.0,DOHC,MPFI,74 x 85 mm,,No,No,4490 mm,1730 mm,1485 mm,2650 mm,,,1025,1520 Kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless, Radial",15,4,510-litres,,,,hyderabad
56,0,Petrol,Sedan,"65,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2020,7710,ZXI BSVI,₹ 7.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",56,Jan 2020,Third Party insurance,Petrol,5 Seats,"65,000 Kms",TS22,First Owner,1197 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",White,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,,,880-915,1335,5 Speed,,5,Electric,4.8,Disc,Drum,"Tubeless, Radial",15,4,378,,,160,hyderabad
57,0,Diesel,Hatchback,"1,20,000",Manual,1,1st Owner,Mahindra,Mahindra KUV 100 NXT,2018,6075,D75 K8 Dual Tone,₹ 4.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",57,2018,Third Party insurance,Diesel,6 Seats,"1,20,000 Kms",TS08,First Owner,1198 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Red,mFALCON D75 Engine,1198,77bhp@3750rpm,190Nm@1750-2250rpm,3.0,4.0,DOHC,CRDi,,,Yes,No,3700mm,1735mm,1655mm,2385mm,1490mm,1490mm,925,,5 Speed,FWD,6,Power,5.05 metres,Disc,Drum,"Tubeless,Radial",15,5,243,160 kmph,14.5 seconds,,hyderabad
58,0,Diesel,Hatchback,"1,10,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2017,4177,VDI Optional,₹ 6 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",58,2017,Third Party insurance,Diesel,5 Seats,"1,10,000 Kms",TS17,Second Owner,1248 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",Others,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,3840mm,1735mm,1530mm,2450mm,,,965Kg,1405kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,Tubeless Tyres,,5,204-liters,155 Kmph,14.8 Seconds,,hyderabad
