,city,fuel_type,body_type,km_driven,transmission,ownerno,model,modelyear,color,cargo_volumn,price
4061,delhi,Petrol,Sedan,48000,Manual,1,Honda City,2015,White,510,650000
4062,delhi,Diesel,SUV,29000,Automatic,1,Mercedes-Benz GLE,2020,White,825,7800000
4063,delhi,Cng,Hatchback,120000,Manual,1,Maruti Wagon R,2017,Others,180,310000
4064,delhi,Petrol,SUV,58000,Automatic,1,Tata Nexon,2019,Blue,350,825000
4065,delhi,Petrol,Sedan,58000,Manual,1,Honda Amaze,2016,Red,400,484999
4066,delhi,Petrol,Sedan,50000,Manual,1,Honda Amaze,2015,Others,400,350000
4067,delhi,Petrol,Sedan,32000,Automatic,1,Honda Amaze,2019,Maroon,400,795000
4068,delhi,Diesel,Sedan,9900,Automatic,1,BMW 3 Series,2020,Orange,480,4090000
4069,delhi,Petrol,Hatchback,3721,Manual,1,Maruti Swift,2017,White,204,470000
4070,delhi,Petrol,Hatchback,16564,Manual,1,Hyundai Grand i10 Nios,2020,Grey,361,625000
4071,delhi,Diesel,SUV,34000,Automatic,1,BMW X5,2019,Blue,361,7290000
4072,delhi,Petrol,SUV,15992,Manual,1,Tata Punch,2022,Silver,366,794000
4073,delhi,Petrol,Hatchback,91380,Manual,1,Maruti Alto K10,2015,White,177,266000
4074,delhi,Petrol,Sedan,50000,Automatic,1,Mercedes-Benz CLA,2017,Blue,470,2390000
4075,delhi,Petrol,Hatchback,47231,Manual,2,Maruti Alto K10,2017,Silver,214,296000
4076,delhi,Diesel,SUV,20500,Automatic,1,Toyota Fortuner,2018,White,361,3090000
4077,delhi,Diesel,SUV,89908,Manual,1,Maruti Vitara Brezza,2018,Blue,328,607000
4078,delhi,Diesel,SUV,60000,Automatic,1,Mercedes-Benz GLC,2018,White,550,4000000
4079,delhi,Diesel,SUV,34000,Automatic,1,BMW X1,2018,White,505,2750000
4080,delhi,Petrol,Hatchback,30000,Manual,1,Toyota Glanza,2022,Silver,318,740000
4081,delhi,Diesel,Hatchback,120000,Manual,1,Fiat Punto,2013,Red,280,114999
4082,delhi,Petrol,Hatchback,99100,Manual,1,Hyundai i10,2010,White,225,167000
4083,delhi,Petrol,SUV,22000,Automatic,1,Jeep Compass,2019,Black,408,1475000
4084,delhi,Diesel,SUV,22120,Automatic,1,BMW X1,2017,White,505,1995000
4085,delhi,Diesel,SUV,30120,Manual,1,Mahindra XUV500,2020,Silver,361,1265000
4086,delhi,Petrol,MUV,4000,Automatic,1,Renault Triber,2023,Silver,84,835000
4087,delhi,Diesel,SUV,14800,Manual,1,Hyundai Venue,2021,White,350,1095000
4088,delhi,Petrol,Sedan,8120,Automatic,1,Honda Civic,2020,White,430,1950000
4089,delhi,Petrol,Hatchback,54650,Manual,1,Hyundai i20,2012,Grey,361,309000
4090,delhi,Petrol,Hatchback,99343,Manual,1,Hyundai i10,2010,Red,225,204999
4091,delhi,Diesel,SUV,22800,Manual,1,Jeep Compass,2020,White,408,1698999
4092,delhi,Petrol,Hatchback,37961,Manual,2,Maruti Wagon R,2014,Silver,180,303000
4093,delhi,Petrol,Hatchback,76751,Manual,2,Maruti Alto K10,2016,White,214,264000
4094,delhi,Petrol,SUV,6000,Automatic,1,Mahindra Scorpio N,2022,Green,361,2395000
4095,delhi,Petrol,SUV,24788,Automatic,1,MG Astor,2021,Red,361,1541000
4096,delhi,Petrol,SUV,90000,Automatic,2,Mitsubishi Outlander,2010,Gray,361,400000
4097,delhi,Petrol,Hatchback,70036,Manual,1,Maruti Alto K10,2017,Silver,214,308000
4098,delhi,Diesel,SUV,45500,Manual,2,Mahindra XUV500,2019,Black,720,1000000
4099,delhi,Petrol,SUV,16000,Automatic,1,Audi Q5,2022,Blue,361,5700000
4100,delhi,Petrol,Hatchback,75000,Manual,1,Hyundai i20,2012,Red,295,240000
4101,delhi,Petrol,Sedan,19000,Automatic,1,Mercedes-Benz S-Class,2012,Silver,560,2450000
4102,delhi,Diesel,Hatchback,40000,Automatic,2,Mercedes-Benz A Class,2014,White,341,1290000
4103,delhi,Petrol,Sedan,20000,Automatic,1,Jaguar XE,2019,White,455,3250000
4104,delhi,Petrol,Sedan,61000,Automatic,2,Honda City,2013,Black,506,440000
4105,delhi,Diesel,MUV,126000,Manual,1,Toyota Innova,2013,Silver,361,670000
4106,delhi,Petrol,Sedan,30000,Automatic,1,Maruti Ciaz,2018,Others,510,800000
4107,delhi,Petrol,MUV,77293,Manual,1,Maruti Ertiga,2019,Silver,209,921000
4108,delhi,Petrol,Sedan,110000,Manual,1,Maruti Swift Dzire,2013,Grey,320,310000
4109,delhi,Petrol,Hatchback,25502,Manual,1,Maruti Alto K10,2019,Silver,214,358000
4110,delhi,Petrol,Hatchback,57120,Automatic,1,Maruti Celerio,2016,Silver,313,390000
4111,delhi,Diesel,MUV,97000,Automatic,1,Toyota Innova Crysta,2016,Grey,361,1350000
4112,delhi,Petrol,Hatchback,51868,Manual,1,Maruti Wagon R,2017,White,180,345000
4113,delhi,Petrol,Hatchback,52725,Manual,1,Hyundai i10,2010,Yellow,361,208000
4114,delhi,Diesel,Hatchback,50000,Manual,1,Maruti Swift,2014,Others,204,320000
4115,delhi,Petrol,Hatchback,84929,Manual,1,Hyundai i10,2012,Silver,361,210000
4116,delhi,Petrol,SUV,42000,Manual,1,Honda WR-V,2017,White,363,675000
4117,delhi,Petrol,MUV,21515,Automatic,1,Maruti XL6,2019,Silver,209,1100000
4118,delhi,Diesel,Sedan,50000,Automatic,2,Audi A6,2015,Others,530,1200000
4119,delhi,Petrol,SUV,42000,Automatic,1,Mercedes-Benz GLC,2020,Blue,550,5200000
4120,delhi,Petrol,Hatchback,53000,Manual,1,Tata Tiago,2019,Grey,242,440000
4121,delhi,Petrol,Hatchback,71000,Automatic,1,Maruti Celerio,2016,White,235,385000
4122,delhi,Petrol,Sedan,48000,Automatic,1,Honda Amaze,2019,Silver,400,720000
4123,delhi,Petrol,Hatchback,56000,Manual,1,Maruti Baleno,2018,White,339,540000
4124,delhi,Diesel,SUV,60000,Manual,1,Maruti Vitara Brezza,2018,Others,328,825000
4125,delhi,Petrol,Hatchback,50000,Manual,1,Tata Altroz,2021,Others,345,720000
4126,delhi,Cng,Hatchback,120000,Manual,1,Maruti Wagon R,2016,White,180,229999
4127,delhi,Petrol,Hatchback,50000,Manual,2,Maruti Ritz,2011,Others,236,200000
4128,delhi,Cng,MUV,30000,Manual,1,Maruti Ertiga,2022,Gray,361,1160000
4129,delhi,Petrol,Hatchback,3819,Manual,1,Maruti Swift,2023,White,268,723000
4130,delhi,Petrol,Hatchback,7825,Automatic,1,Hyundai i20,2020,White,311,806000
4131,delhi,Petrol,Sedan,70000,Manual,2,Honda City,2016,Gray,510,700000
4132,delhi,Petrol,Hatchback,27436,Automatic,1,Maruti Celerio,2019,Silver,235,507000
4133,delhi,Petrol,MUV,40673,Manual,1,Maruti Ertiga,2013,Grey,135,499000
4134,delhi,Diesel,Sedan,60000,Manual,1,Hyundai Verna,2022,Others,361,1300000
4135,delhi,Petrol,Hatchback,33100,Automatic,1,Maruti Swift,2018,White,268,639000
4136,delhi,Petrol,Sedan,80000,Manual,2,Maruti SX4,2009,Others,505,130000
4137,delhi,Petrol,Hatchback,57929,Manual,1,Maruti Alto K10,2019,Red,214,331000
4138,delhi,Petrol,Hatchback,8500,Manual,1,Hyundai i20,2022,Blue,311,790000
4139,delhi,Petrol,Sedan,60000,Manual,1,Honda City,2011,Others,506,376000
4140,delhi,Diesel,Sedan,40000,Automatic,1,Mercedes-Benz CLA,2018,Others,470,2650000
4141,delhi,Petrol,Hatchback,120000,Manual,2,Maruti Swift,2013,Others,232,310000
4142,delhi,Diesel,Sedan,40000,Automatic,1,Mercedes-Benz CLA,2018,Others,470,2650000
4143,delhi,Petrol,SUV,76000,Automatic,1,Mitsubishi Outlander,2011,Purple,361,570000
4144,delhi,Cng,MUV,35000,Manual,1,Maruti Ertiga,2021,Blue,361,1065000
4145,delhi,Petrol,Sedan,19681,Manual,1,Honda City,2015,Dark Red,510,570000
4146,delhi,Petrol,Sedan,68866,Manual,2,Ford Fiesta Classic,2012,Red,430,150000
4147,delhi,Diesel,SUV,100000,Manual,2,Maruti Vitara Brezza,2018,Others,328,690000
4148,delhi,Petrol,Sedan,70000,Automatic,2,Maruti Ciaz,2016,Others,510,550000
4149,delhi,Petrol,Hatchback,53338,Automatic,1,Maruti Celerio,2016,Silver,313,419000
4150,delhi,Petrol,Sedan,41558,Manual,1,Honda Amaze,2017,Grey,400,505999
4151,delhi,Petrol,Hatchback,10000,Manual,2,Maruti Alto,2011,Others,361,130000
4152,delhi,Petrol,Hatchback,25403,Manual,2,Maruti Baleno,2017,Blue,339,528000
4153,delhi,Petrol,Sedan,52800,Manual,1,Honda City,2014,Black,510,608000
4154,delhi,Diesel,MUV,60000,Manual,1,Toyota Innova Crysta,2019,White,300,1750000
4155,delhi,Petrol,Hatchback,92543,Manual,1,Maruti Swift,2012,Silver,268,300000
4156,delhi,Diesel,Sedan,28000,Automatic,1,Audi A6,2015,White,530,1500000
4157,delhi,Petrol,Hatchback,95525,Manual,2,Hyundai i10,2011,Silver,361,178000
4158,delhi,Diesel,SUV,3200,Manual,1,Kia Seltos,2020,Grey,433,1325000
4159,delhi,Petrol,MUV,9000,Automatic,1,Toyota Innova Crysta,2022,White,300,2600000
4160,delhi,Diesel,SUV,31000,Automatic,1,Jeep Compass,2022,White,361,3100000
4161,delhi,Petrol,SUV,23000,Manual,1,Maruti Brezza,2022,Silver,328,944999
4162,delhi,Petrol,Hatchback,2700,Manual,1,Maruti Swift,2023,White,268,700000
4163,delhi,Petrol,Hatchback,30000,Manual,1,Hyundai Grand i10,2015,White,256,399000
4164,delhi,Petrol,SUV,130000,Automatic,2,Ford Ecosport,2017,Black,352,556000
4165,delhi,Diesel,SUV,60000,Manual,1,Mahindra XUV500,2016,Others,720,894999
4166,delhi,Petrol,Hatchback,12400,Manual,2,Chevrolet Spark,2009,Grey,170,89999
4167,delhi,Diesel,Hatchback,79000,Manual,2,Volkswagen Polo,2014,Orange,280,333000
4168,delhi,Petrol,Sedan,32000,Automatic,3,Honda Civic,2020,Silver,430,1400000
4169,delhi,Petrol,Hatchback,39368,Manual,1,Volkswagen Polo,2011,Blue,361,324000
4170,delhi,Petrol,Hatchback,49597,Manual,1,Hyundai i20,2013,Silver,361,359000
4171,delhi,Petrol,Sedan,70000,Automatic,2,Mercedes-Benz E-Class,2011,White,540,950000
4172,delhi,Petrol,Hatchback,34174,Automatic,1,Maruti Alto K10,2016,Silver,177,348000
4173,delhi,Petrol,Hatchback,11171,Manual,1,Maruti Ignis,2021,Blue,260,532000
4174,delhi,Diesel,SUV,68000,Automatic,1,Audi Q7,2014,White,330,1925000
4175,delhi,Petrol,Sedan,62545,Manual,1,Honda City,2010,Silver,506,227999
4176,delhi,Petrol,Hatchback,94480,Manual,1,Maruti Wagon R,2016,Grey,341,295000
4177,delhi,Petrol,Hatchback,19299,Manual,1,Maruti Alto 800,2017,Silver,361,297000
4178,delhi,Petrol,Sedan,60000,Manual,1,Honda City,2010,Others,506,350000
4179,delhi,Diesel,SUV,34000,Automatic,2,Hyundai Creta,2017,White,400,1000000
4180,delhi,Petrol,Hatchback,30000,Manual,1,Tata Tiago,2020,Red,361,360000
4181,delhi,Diesel,SUV,55000,Automatic,1,Audi Q5,2017,White,540,1850000
4182,delhi,Petrol,Sedan,120000,Automatic,1,Maruti Swift Dzire,2020,Others,378,580000
4183,delhi,Petrol,SUV,70000,Manual,2,Ford Ecosport,2017,White,346,650000
4184,delhi,Petrol,SUV,40000,Automatic,2,MG Hector,2019,Others,587,1430000
4185,delhi,Diesel,Sedan,120000,Automatic,2,Hyundai Verna,2014,Others,465,415000
4186,delhi,Petrol,Hatchback,70000,Manual,2,Hyundai i10,2009,Others,361,95000
4187,delhi,Petrol,SUV,1500,Automatic,1,Maruti FRONX,2023,White,308,1250000
4188,delhi,Petrol,SUV,30000,Automatic,1,MG Hector,2020,Others,587,1600000
4189,delhi,Petrol,Sedan,53464,Automatic,1,Honda City,2016,White,510,661000
4190,delhi,Petrol,Hatchback,43216,Manual,2,Hyundai Grand i10,2016,Silver,256,398000
4191,delhi,Diesel,SUV,70000,Manual,1,Tata Safari Storme,2014,White,361,350000
4192,delhi,Cng,Hatchback,16372,Manual,1,Tata Tiago,2022,White,361,700000
4193,delhi,Petrol,Hatchback,14515,Manual,1,Hyundai Grand i10,2018,Silver,256,457000
4194,delhi,Petrol,Sedan,30000,Automatic,1,Hyundai Verna,2019,Others,480,1000000
4195,delhi,Petrol,Hatchback,85617,Manual,1,Maruti Swift,2012,Silver,232,295000
4196,delhi,Diesel,SUV,70000,Automatic,1,MG Gloster,2021,Others,361,3450000
4197,delhi,Petrol,Hatchback,76605,Manual,1,Maruti Wagon R,2010,Blue,361,196000
4198,delhi,Petrol,SUV,20000,Manual,2,Kia Seltos,2021,Gray,433,925000
4199,delhi,Petrol,SUV,10000,Manual,1,Kia Sonet,2022,White,392,1100000
4200,delhi,Diesel,Hatchback,70000,Manual,1,Chevrolet Beat,2015,Others,170,110000
4201,delhi,Diesel,Hatchback,80000,Manual,3,Hyundai Grand i10,2017,Others,256,380000
4202,delhi,Diesel,SUV,4900,Automatic,1,Mahindra Thar,2023,Grey,361,1875000
4203,delhi,Petrol,Hatchback,55000,Manual,1,Maruti Swift,2017,Grey,204,434999
4204,delhi,Petrol,SUV,20000,Manual,2,Kia Seltos,2021,Gray,433,925000
4205,delhi,Diesel,SUV,35000,Automatic,0,Land Rover Range Rover Sport,2018,White,784,10300000
4206,delhi,Petrol,Hatchback,22000,Automatic,2,Mini Cooper,2014,White,160,2000000
4207,delhi,Diesel,SUV,45000,Manual,1,Mahindra Scorpio Classic,2022,Black,361,1775000
4208,delhi,Petrol,Sedan,26000,Automatic,1,Honda Amaze,2019,Grey,420,740000
4209,delhi,Petrol,Hatchback,21387,Manual,1,Maruti Alto 800,2018,Silver,361,308000
4210,delhi,Petrol,Hatchback,64568,Manual,1,Maruti Swift,2018,White,268,509000
4211,delhi,Petrol,SUV,25000,Automatic,1,Volkswagen Taigun,2022,Grey,385,1725000
4212,delhi,Petrol,Hatchback,73568,Manual,1,Maruti Swift,2012,Black,268,305000
4213,delhi,Petrol,Hatchback,87755,Manual,1,Maruti Swift,2014,White,361,349000
4214,delhi,Diesel,SUV,34000,Automatic,1,Jeep Compass,2021,Silver,408,1920000
4215,delhi,Petrol,Hatchback,25319,Automatic,1,Hyundai i20 N Line,2021,Silver,361,901000
4216,delhi,Petrol,SUV,11000,Manual,1,Mahindra Thar,2022,Grey,361,1575000
4217,delhi,Petrol,Hatchback,23051,Automatic,1,Maruti Ignis,2020,Blue,260,651000
4218,delhi,Petrol,SUV,4200,Automatic,1,MG Hector,2021,White,587,1900000
4219,delhi,Petrol,Hatchback,80000,Manual,3,Maruti Swift,2012,Others,232,300000
4220,delhi,Petrol,Hatchback,20000,Manual,1,Hyundai Santro,2021,Others,235,530000
4221,delhi,Diesel,MUV,70123,Manual,1,Toyota Innova Crysta,2018,Falsa Colour,361,1575000
4222,delhi,Petrol,Sedan,71156,Automatic,1,Honda City,2016,Cherry,510,735000
4223,delhi,Petrol,Hatchback,10000,Automatic,1,Hyundai Grand i10 Nios,2021,Others,361,701000
4224,delhi,Diesel,MUV,80000,Manual,1,Maruti Ertiga,2015,Others,135,550000
4225,delhi,Cng,Hatchback,70000,Manual,2,Maruti Celerio Tour 2018-2021,2019,White,361,409999
4226,delhi,Petrol,Sedan,30000,Manual,1,Fiat Linea,2009,Black,361,120000
4227,delhi,Petrol,Hatchback,36000,Automatic,1,Honda Brio,2017,Red,175,490000
4228,delhi,Petrol,Hatchback,50000,Manual,3,Renault KWID,2017,Gray,300,204999
4229,delhi,Diesel,SUV,30211,Manual,1,Mahindra XUV300,2022,Black,259,1013000
4230,delhi,Diesel,SUV,16291,Automatic,1,Mahindra XUV700,2022,Silver,361,2700000
4231,delhi,Petrol,Sedan,40000,Manual,1,Honda Amaze,2019,White,420,615000
4232,delhi,Petrol,Hatchback,72368,Manual,2,Maruti Baleno,2016,Orange,339,433000
4233,delhi,Diesel,SUV,51260,Manual,2,Honda WR-V,2018,Silver,363,607000
4234,delhi,Petrol,Hatchback,30000,Manual,2,Honda Brio,2013,White,175,310000
4235,delhi,Petrol,Hatchback,79166,Manual,1,Hyundai i20,2018,White,295,564000
4236,delhi,Diesel,Sedan,120000,Automatic,2,BMW 3 Series GT,2016,Black,520,1500000
4237,delhi,Petrol,MUV,10512,Manual,1,Datsun GO Plus,2021,White,347,524000
4238,delhi,Diesel,Sedan,110000,Automatic,2,BMW 3 Series GT,2016,Black,520,1500000
4239,delhi,Petrol,Hatchback,70000,Manual,2,Honda Jazz,2015,Gray,354,345000
4240,delhi,Petrol,SUV,30000,Manual,1,Hyundai Creta,2017,Red,400,690000
4241,delhi,Petrol,Hatchback,50000,Manual,1,Tata Altroz,2021,Others,345,730000
4242,delhi,Diesel,SUV,100000,Manual,1,Ford Ecosport,2017,Others,352,540000
4243,delhi,Petrol,Hatchback,40000,Manual,1,Hyundai EON,2014,Others,215,210000
4244,delhi,Diesel,SUV,74000,Manual,1,Hyundai Creta,2018,Black,400,935000
4245,delhi,Diesel,Sedan,60000,Manual,1,Ford Aspire,2015,Black,359,380000
4246,delhi,Diesel,SUV,120000,Manual,1,Tata Harrier,2019,Others,425,1450000
4247,delhi,Petrol,Hatchback,9545,Manual,1,Hyundai i10,2011,Grey,361,200000
4248,delhi,Petrol,SUV,20000,Automatic,1,Mahindra Thar,2022,Others,361,1730000
4249,delhi,Petrol,SUV,36002,Manual,1,Ford Ecosport,2018,Red,352,791000
4250,delhi,Petrol,Hatchback,30854,Automatic,2,Maruti Baleno,2021,Red,339,779000
4251,delhi,Diesel,Sedan,45000,Manual,1,Maruti Swift Dzire,2018,Golden,378,650000
4252,delhi,Petrol,Hatchback,52654,Manual,1,Maruti Swift,2019,Others,268,482000
4253,delhi,Cng,Hatchback,34151,Manual,1,Hyundai Santro,2019,Silver,235,562000
4254,delhi,Petrol,Hatchback,29000,Manual,1,Renault KWID,2017,White,300,310000
4255,delhi,Petrol,Sedan,31873,Manual,1,Honda City,2019,White,510,892000
4256,delhi,Petrol,Sedan,24000,Manual,1,Hyundai Verna,2015,Red,465,530000
4257,delhi,Petrol,Hatchback,52129,Manual,1,Maruti Baleno,2016,Silver,339,549000
4258,delhi,Petrol,Sedan,82000,Manual,2,Honda City,2009,Silver,506,235000
4259,delhi,Petrol,Sedan,64000,Manual,1,Maruti Ciaz,2015,Silver,510,595000
4260,delhi,Diesel,SUV,75000,Automatic,1,Mercedes-Benz GL-Class,2016,Blue,680,3850000
4261,delhi,Petrol,MUV,50000,Manual,1,Renault Triber,2020,White,84,586000
4262,delhi,Diesel,SUV,63000,Automatic,1,BMW X1,2018,Blue,505,2025000
4263,delhi,Petrol,Hatchback,63000,Automatic,1,Maruti Celerio,2014,Red,235,385000
4264,delhi,Diesel,SUV,79000,Manual,1,Tata Safari Storme,2014,Brown,361,545000
4265,delhi,Petrol,Hatchback,64000,Manual,1,Honda Brio,2012,White,175,295000
4266,delhi,Diesel,SUV,16000,Automatic,1,Mahindra XUV700,2022,White,361,2775000
4267,delhi,Petrol,Sedan,50236,Automatic,1,Lexus ES,2019,White,454,4975000
4268,delhi,Diesel,Sedan,28000,Automatic,1,Mercedes-Benz E-Class,2017,White,540,3950000
4269,delhi,Petrol,Hatchback,6624,Manual,1,Renault KWID,2022,Blue,279,488999
4270,delhi,Petrol,Sedan,48077,Manual,2,Honda Amaze,2013,Others,400,326000
4271,delhi,Diesel,Sedan,36000,Automatic,1,Audi A4,2016,Blue,480,1549000
4272,delhi,Petrol,Hatchback,71355,Manual,1,Hyundai i20,2016,White,295,547000
4273,delhi,Petrol,Hatchback,76282,Automatic,1,Hyundai Grand i10 Nios,2019,Blue,361,614000
4274,delhi,Diesel,Sedan,40000,Automatic,2,Jaguar XJ,2018,Black,520,5300000
4275,delhi,Petrol,Hatchback,25091,Manual,1,Hyundai Grand i10,2017,Others,256,445000
4276,delhi,Diesel,Sedan,80000,Automatic,1,Mercedes-Benz CLA,2018,Silver,470,2200000
4277,delhi,Petrol,Hatchback,42857,Manual,1,Hyundai i10,2013,Silver,361,285000
4278,delhi,Diesel,SUV,70000,Manual,1,Mahindra TUV 300,2017,Others,384,600000
4279,delhi,Diesel,Sedan,96000,Automatic,1,BMW 5 Series,2016,Grey,520,2350000
4280,delhi,Petrol,SUV,66999,Automatic,1,MG Hector,2021,White,587,1675000
4281,delhi,Petrol,Hatchback,69000,Automatic,1,Volkswagen Polo,2021,Red,280,875000
4282,delhi,Diesel,Sedan,33000,Automatic,1,Mercedes-Benz CLA,2018,White,470,2850000
4283,delhi,Petrol,Sedan,65000,Automatic,1,Toyota Corolla Altis,2014,Silver,470,695000
4284,delhi,Petrol,Hatchback,49000,Automatic,1,Maruti Baleno,2018,Grey,339,725000
4285,delhi,Petrol,Convertibles,80000,Automatic,2,Mercedes-Benz E-Class,2010,Silver,540,790000
4286,delhi,Diesel,MUV,88000,Manual,2,Toyota Innova,2014,Silver,361,975000
4287,delhi,Diesel,Sedan,74000,Manual,1,Maruti Swift Dzire,2014,Grey,320,500000
4288,delhi,Petrol,SUV,23000,Automatic,1,MG Hector,2020,Red,587,1650000
4289,delhi,Petrol,Hatchback,32192,Manual,1,Maruti Alto K10,2015,Silver,214,252999
4290,delhi,Petrol,Sedan,53930,Manual,1,Maruti Swift Dzire,2017,White,378,496000
4291,delhi,Petrol,SUV,70000,Manual,2,Ford Ecosport,2017,Others,352,509999
4292,delhi,Petrol,Sedan,47121,Manual,2,Honda City,2015,Red,510,554000
4293,delhi,Diesel,SUV,65000,Automatic,1,Toyota Fortuner,2014,White,296,1425000
4294,delhi,Petrol,Hatchback,39000,Manual,2,Hyundai i20,2017,White,295,484999
4295,delhi,Cng,SUV,20000,Manual,1,Maruti Grand Vitara,2023,Others,361,1425000
4296,delhi,Diesel,Sedan,150000,Manual,1,Hyundai Xcent,2016,Others,407,377000
4297,delhi,Petrol,Hatchback,110000,Manual,3,Maruti Wagon R,2009,Others,361,100000
4298,delhi,Diesel,SUV,70000,Automatic,2,Ford Endeavour,2017,Others,361,2250000
4299,delhi,Petrol,Hatchback,80000,Manual,2,Hyundai i20,2016,Others,295,425000
4300,delhi,Petrol,Hatchback,40000,Manual,2,Maruti Swift,2016,Silver,268,415000
4301,delhi,Petrol,SUV,20000,Automatic,1,Skoda Kushaq,2021,White,385,1580000
4302,delhi,Petrol,Hatchback,74000,Manual,2,Maruti Wagon R,2011,Grey,341,165000
4303,delhi,Diesel,Sedan,62000,Automatic,2,BMW 5 Series,2018,Blue,520,3550000
4304,delhi,Petrol,Hatchback,80000,Manual,1,Maruti Swift,2009,Gray,232,86000
4305,delhi,Diesel,MUV,100000,Manual,2,Maruti Ertiga,2014,Others,135,560000
4306,delhi,Petrol,Hatchback,23256,Manual,1,Maruti Baleno,2020,Silver,339,634000
4307,delhi,Petrol,Hatchback,29120,Manual,1,Maruti Ignis,2022,Blue,260,525000
4308,delhi,Diesel,SUV,62000,Manual,1,Ford Ecosport,2018,Grey,352,660000
4309,delhi,Diesel,Sedan,90513,Manual,1,Maruti Swift Dzire,2017,Others,378,562000
4310,delhi,Diesel,SUV,49396,Manual,1,Hyundai Creta,2018,White,400,1114000
4311,delhi,Petrol,Sedan,120000,Manual,2,Toyota Corolla Altis,2008,Gray,475,100000
4312,delhi,Petrol,Hatchback,18475,Manual,1,Maruti Alto 800,2019,White,361,344000
4313,delhi,Diesel,SUV,100000,Automatic,2,Audi Q7,2018,White,330,4750000
4314,delhi,Cng,Hatchback,27792,Manual,1,Hyundai Santro,2019,Silver,235,530000
4315,delhi,Petrol,Sedan,55000,Automatic,1,BMW 5 Series,2019,Blue,520,4500000
4316,delhi,Petrol,Sedan,72000,Manual,1,Honda City,2011,White,506,278000
4317,delhi,Diesel,Sedan,10000,Automatic,1,Mercedes-Benz A-Class Limousine,2022,Blue,361,4700000
4318,delhi,Diesel,SUV,25000,Automatic,1,Mahindra Alturas G4,2021,Black,361,3050000
4319,delhi,Petrol,SUV,40000,Manual,1,Hyundai Creta,2017,Red,400,690000
4320,delhi,Diesel,MUV,150000,Manual,1,Maruti Ertiga,2014,Others,135,550000
4321,delhi,Petrol,Sedan,80000,Automatic,1,Maruti Ciaz,2020,Others,510,819999
4322,delhi,Petrol,Hatchback,120000,Manual,2,Volkswagen Polo,2011,Others,361,210000
4323,delhi,Diesel,SUV,60000,Manual,1,Mahindra XUV500,2013,Others,361,399000
4324,delhi,Petrol,Sedan,70000,Manual,1,Honda City,2018,Others,510,720000
4325,delhi,Petrol,Hatchback,57100,Manual,1,Hyundai Grand i10,2014,Grey,256,340000
4326,delhi,Cng,Hatchback,45623,Manual,1,Maruti S-Presso,2021,Others,361,457000
4327,delhi,Petrol,SUV,100000,Manual,3,Ford Ecosport,2015,Others,346,380000
4328,delhi,Petrol,Sedan,7660,Automatic,1,Maruti Swift Dzire,2019,Red,378,653000
4329,delhi,Diesel,Sedan,35272,Manual,1,Hyundai Xcent,2016,Silver,407,426000
4330,delhi,Petrol,Hatchback,8526,Automatic,1,Renault KWID,2021,Blue,279,465000
4331,delhi,Petrol,Hatchback,62929,Manual,1,Hyundai i20,2011,White,361,245000
4332,delhi,Cng,Hatchback,30000,Manual,2,Maruti Alto,2010,Others,361,80000
4333,delhi,Petrol,Hatchback,53127,Manual,2,Maruti Swift,2017,Red,204,432000
4334,delhi,Petrol,MUV,42000,Manual,1,Maruti Ertiga,2018,Grey,135,844999
4335,delhi,Diesel,SUV,20000,Manual,1,Ford Ecosport,2017,Others,352,580000
4336,delhi,Petrol,Hatchback,57000,Manual,1,Maruti Wagon R,2013,Grey,361,235000
4337,delhi,Petrol,Hatchback,44000,Manual,1,Maruti Wagon R,2013,White,180,270000
4338,delhi,Petrol,SUV,64000,Automatic,1,Ford Ecosport,2015,Silver,352,625000
4339,delhi,Petrol,Sedan,49000,Automatic,1,Skoda Octavia,2014,Silver,590,1050000
4340,delhi,Petrol,Hatchback,30000,Manual,1,Toyota Glanza,2022,Others,318,740000
4341,delhi,Petrol,Sedan,37000,Manual,0,Skoda Octavia,2017,White,590,1049000
4342,delhi,Petrol,Hatchback,30000,Manual,2,Hyundai i20,2018,White,285,570000
4343,delhi,Petrol,Hatchback,90000,Manual,1,Honda Brio,2012,Others,175,275000
4344,delhi,Petrol,Hatchback,40000,Manual,2,Maruti 800,2014,Others,361,250000
4345,delhi,Petrol,SUV,64336,Automatic,1,Jeep Compass,2019,White,408,1365000
4346,delhi,Petrol,Hatchback,83425,Manual,1,Volkswagen Polo,2016,Grey,280,429000
4347,delhi,Diesel,SUV,85000,Automatic,3,Land Rover Range Rover Evoque,2014,White,575,2190000
4348,delhi,Diesel,Sedan,66181,Manual,1,Maruti Swift Dzire,2016,Silver,320,544000
4349,delhi,Petrol,Hatchback,25486,Manual,2,Maruti Alto 800,2019,Silver,177,336000
4350,delhi,Petrol,Sedan,35000,Automatic,1,Mercedes-Benz C-Class,2017,White,480,3050000
4351,delhi,Petrol,Hatchback,25489,Manual,1,Maruti Swift,2016,Others,268,449000
4352,delhi,Diesel,SUV,40000,Automatic,2,Ford Endeavour,2021,White,361,3800000
4353,delhi,Petrol,Hatchback,85363,Manual,1,Maruti Baleno,2018,Blue,339,503000
4354,delhi,Petrol,Sedan,110000,Manual,3,Maruti SX4,2009,Silver,505,125000
4355,delhi,Diesel,SUV,40000,Manual,1,Ford Ecosport,2014,Silver,346,350000
4356,delhi,Petrol,SUV,40000,Automatic,1,Land Rover Range Rover Sport,2018,Gray,784,9600000
