,city,fuel_type,body_type,km_driven,transmission,ownerno,model,modelyear,color,cargo_volumn,price
1610,chennai,Petrol,Hatchback,81484,Manual,2,Maruti Baleno,2016,Red,339,501999
1611,chennai,Petrol,Sedan,45067,Manual,1,Maruti Swift Dzire,2018,Blue,378,685000
1612,chennai,Petrol,Sedan,68000,Automatic,1,Mercedes-Benz S-Class,2018,Blue,500,11000000
1613,chennai,Petrol,Hatchback,65768,Manual,1,Honda Jazz,2016,Brown,354,580000
1614,chennai,Petrol,Hatchback,61000,Manual,2,Honda Jazz,2016,Golden brown,354,530000
1615,chennai,Diesel,Sedan,50000,Automatic,3,Mercedes-Benz S-Class,2009,Silver,560,1700000
1616,chennai,Diesel,Sedan,23000,Automatic,1,BMW 5 Series,2018,Blue,520,4375000
1617,chennai,Diesel,Sedan,17000,Automatic,1,BMW 7 Series,2018,White,500,8200000
1618,chennai,Petrol,Hatchback,102958,Automatic,1,Maruti Celerio,2017,Grey,235,420000
1619,chennai,Diesel,Sedan,62900,Manual,1,Toyota Corolla Altis,2013,Silver,475,775000
1620,chennai,Petrol,Hatchback,65076,Manual,2,Maruti Wagon R,2015,Silver,180,395000
1621,chennai,Petrol,Hatchback,75876,Manual,1,Maruti Baleno,2016,Blue,339,533000
1622,chennai,Petrol,Hatchback,98911,Manual,1,Hyundai i20,2015,Red,295,547000
1623,chennai,Petrol,Hatchback,45000,Manual,1,Maruti Celerio,2015,Blue,235,395000
1624,chennai,Diesel,Sedan,76089,Automatic,1,Hyundai Verna,2017,White,465,908000
1625,chennai,Petrol,Hatchback,54505,Manual,2,Hyundai Grand i10,2017,Silver,256,521000
1626,chennai,Diesel,Sedan,24000,Automatic,1,Audi A3,2019,White,425,2290000
1627,chennai,Petrol,Sedan,96573,Manual,1,Maruti Swift Dzire,2016,Red,378,507000
1628,chennai,Diesel,SUV,30000,Automatic,1,Kia Seltos,2019,White,433,1625000
1629,chennai,Petrol,Hatchback,63720,Manual,2,Hyundai Grand i10,2016,Orange,256,528000
1630,chennai,Petrol,Hatchback,14411,Manual,1,Maruti Alto 800,2021,Silver,361,434999
1631,chennai,Petrol,SUV,11000,Automatic,1,Volkswagen Taigun,2022,Red,385,1490000
1632,chennai,Petrol,SUV,21000,Automatic,1,Skoda Kushaq,2022,Silver,385,1789999
1633,chennai,Petrol,SUV,34392,Manual,1,Honda WR-V,2017,Silver,363,625000
1634,chennai,Petrol,Hatchback,20000,Manual,1,Hyundai Grand i10 Nios,2022,Others,361,690000
1635,chennai,Petrol,SUV,10000,Manual,1,Kia Sonet,2022,Black,392,1350000
1636,chennai,Petrol,SUV,20000,Automatic,1,MG Astor,2022,Others,361,1550000
1637,chennai,Petrol,Hatchback,47000,Automatic,1,Toyota Glanza,2019,Grey,339,790000
1638,chennai,Petrol,Hatchback,60333,Manual,2,Maruti Alto K10,2014,Red,177,270000
1639,chennai,Diesel,Hatchback,81058,Manual,1,Hyundai Grand i10,2014,Star Dust,256,365000
1640,chennai,Petrol,Sedan,51800,Manual,2,Honda Civic,2010,Brown,405,425000
1641,chennai,Petrol,Hatchback,32797,Manual,2,Hyundai Grand i10,2016,Orange,256,528000
1642,chennai,Petrol,Hatchback,69731,Manual,1,Hyundai Grand i10,2016,Silver,256,511000
1643,chennai,Petrol,Sedan,54000,Manual,2,Honda City,2016,Black,510,625000
1644,chennai,Petrol,Hatchback,110267,Manual,2,Nissan Micra Active,2016,Blue,251,327000
1645,chennai,Petrol,SUV,31767,Manual,1,Mahindra KUV 100,2018,Orange,243,505000
1646,chennai,Petrol,SUV,45677,Manual,2,Honda WR-V,2018,METALL,363,640000
1647,chennai,Petrol,Hatchback,66656,Manual,1,Maruti Celerio,2017,Silver,313,449000
1648,chennai,Diesel,Sedan,27000,Manual,1,Honda Amaze,2019,Grey,420,725000
1649,chennai,Petrol,Hatchback,37004,Manual,1,Renault KWID,2021,Red,279,495000
1650,chennai,Petrol,Hatchback,85274,Manual,2,Hyundai i10,2011,Silver,361,271000
1651,chennai,Diesel,SUV,60000,Manual,2,Hyundai Creta,2017,Others,400,940000
1652,chennai,Petrol,Sedan,42000,Manual,1,Honda City,2017,White,510,799000
1653,chennai,Diesel,SUV,20000,Manual,1,Hyundai Creta,2022,Others,361,1850000
1654,chennai,Diesel,MUV,30000,Automatic,1,Kia Carens,2022,Others,361,2000000
1655,chennai,Diesel,Sedan,25000,Automatic,1,Mercedes-Benz E-Class,2017,Black,540,4500000
1656,chennai,Diesel,SUV,80000,Manual,3,Mahindra XUV500,2014,Others,361,700000
1657,chennai,Petrol,Sedan,60000,Manual,2,Hyundai Verna,2015,Others,465,585000
1658,chennai,Diesel,SUV,20000,Manual,1,Tata Harrier,2022,White,425,2050000
1659,chennai,Petrol,SUV,20000,Automatic,1,MG Hector,2022,Others,587,1989999
1660,chennai,Petrol,SUV,20000,Automatic,1,MG Hector,2022,Others,587,1989999
1661,chennai,Diesel,SUV,55037,Manual,2,Hyundai Creta,2020,Blue,361,1445000
1662,chennai,Petrol,Hatchback,65607,Manual,1,Hyundai Santro,2018,Silver,235,451000
1663,chennai,Cng,MUV,70000,Manual,1,Maruti Ertiga Tour,2021,Others,361,1100000
1664,chennai,Petrol,Hatchback,74777,Manual,1,Hyundai i20,2016,Others,295,631000
1665,chennai,Petrol,Sedan,102392,Manual,2,Toyota Etios,2012,Silver,361,411000
1666,chennai,Diesel,Sedan,90210,Manual,1,Skoda Rapid,2015,White,460,500000
1667,chennai,Petrol,Sedan,62373,Manual,1,Maruti Swift Dzire,2014,Silver,378,488000
1668,chennai,Diesel,Sedan,80000,Manual,1,Tata Zest,2015,Others,390,459999
1669,chennai,Petrol,Hatchback,25219,Automatic,2,Maruti Celerio,2018,Silver,313,513999
1670,chennai,Diesel,Hatchback,64409,Manual,3,Maruti Swift,2014,Silver,204,508000
1671,chennai,Diesel,SUV,52000,Manual,1,Tata Nexon,2018,Blue,350,865000
1672,chennai,Petrol,Sedan,30000,Automatic,2,Maruti Ciaz,2018,Blue,510,855000
1673,chennai,Diesel,Sedan,14000,Automatic,1,Mercedes-Benz S-Class,2020,Blue,361,11800000
1674,chennai,Diesel,SUV,48574,Manual,1,Hyundai Venue,2019,Blue,350,925000
1675,chennai,Petrol,Sedan,71423,Automatic,1,Honda City,2012,MET ECRU BEIGE,506,509999
1676,chennai,Diesel,Sedan,30000,Automatic,1,Mercedes-Benz E-Class,2020,Silver,540,5700000
1677,chennai,Petrol,Hatchback,75498,Manual,1,Maruti Wagon R,2013,White,361,350000
1678,chennai,Petrol,Sedan,95963,Manual,1,Honda City,2017,White,510,630000
1679,chennai,Petrol,Hatchback,46613,Manual,1,Maruti Wagon R,2015,Blue,180,409999
1680,chennai,Petrol,SUV,30000,Manual,1,Honda WR-V,2017,Red,363,725000
1681,chennai,Petrol,Sedan,18722,Manual,1,Honda Amaze,2015,Black,400,466000
1682,chennai,Petrol,SUV,5593,Automatic,1,Kia Seltos,2023,White,433,1864000
1683,chennai,Diesel,SUV,40000,Automatic,1,Audi Q3,2017,Gray,460,2700000
1684,chennai,Petrol,Hatchback,20875,Manual,1,Maruti Celerio,2021,Blue,313,503000
1685,chennai,Petrol,Hatchback,46436,Manual,2,Renault KWID,2018,Black,300,309000
1686,chennai,Petrol,Sedan,127672,Automatic,1,Honda City,2016,Silver,510,640000
1687,chennai,Petrol,SUV,12814,Manual,1,Hyundai Venue,2021,Green,350,841000
1688,chennai,Diesel,SUV,26000,Manual,1,Tata New Safari,2022,Blue,73,1889999
1689,chennai,Petrol,Hatchback,45851,Manual,1,Hyundai i10,2011,Silver,361,288000
1690,chennai,Petrol,SUV,36349,Manual,1,Hyundai Venue,2021,Blue,350,940000
1691,chennai,Petrol,Hatchback,35000,Automatic,1,Volkswagen Polo,2018,Grey,280,844999
1692,chennai,Diesel,SUV,17059,Automatic,1,Tata New Safari,2021,Blue,73,2055999
1693,chennai,Diesel,SUV,37000,Automatic,1,BMW X5,2019,White,361,7700000
1694,chennai,Petrol,Hatchback,48163,Manual,2,Maruti Wagon R,2016,Grey,180,400000
1695,chennai,Petrol,Sedan,40000,Manual,3,Maruti Swift Dzire,2013,Others,320,425000
1696,chennai,Diesel,Sedan,150000,Manual,2,Tata Indigo,2008,Others,450,200000
1697,chennai,Petrol,Hatchback,20000,Manual,1,Volkswagen Polo,2020,Gray,280,750000
1698,chennai,Diesel,SUV,47000,Automatic,1,Hyundai Creta,2019,White,400,1689999
1699,chennai,Petrol,Hatchback,112711,Manual,1,Hyundai i10,2013,Red,361,310000
1700,chennai,Diesel,SUV,53000,Automatic,1,Toyota Fortuner,2020,Brown,361,3900000
1701,chennai,Petrol,Hatchback,65895,Automatic,2,Maruti Celerio,2016,Red,313,437000
1702,chennai,Petrol,SUV,15625,Automatic,1,Mahindra XUV300,2022,White,259,1026000
1703,chennai,Diesel,Hatchback,107595,Manual,1,Maruti Swift,2015,Grey,204,560000
1704,chennai,Petrol,Hatchback,23838,Manual,1,Maruti Ignis,2017,Red,260,532000
1705,chennai,Petrol,Hatchback,28975,Manual,1,Maruti Alto K10,2015,Red,214,323000
1706,chennai,Petrol,SUV,30742,Manual,1,Honda WR-V,2018,Red,363,770000
1707,chennai,Petrol,Hatchback,10363,Manual,1,Maruti S-Presso,2022,Silver,361,492000
1708,chennai,Petrol,Sedan,100000,Manual,1,Honda City,2015,Others,510,650000
1709,chennai,Petrol,Sedan,75555,Manual,1,Honda City,2016,Silver,510,633000
1710,chennai,Petrol,SUV,60929,Manual,2,Hyundai Creta,2018,Silver,400,982000
1711,chennai,Diesel,SUV,78000,Automatic,2,BMW X5,2009,White,361,1350000
1712,chennai,Diesel,SUV,120000,Manual,1,Maruti Vitara Brezza,2017,Others,328,900000
1713,chennai,Diesel,Sedan,143185,Manual,1,Honda Amaze,2014,Silver,400,370000
1714,chennai,Petrol,Sedan,115434,Manual,1,Maruti Ciaz,2017,Blue,510,620000
1715,chennai,Petrol,Hatchback,43000,Manual,1,Maruti Ignis,2018,Blue,260,480000
1716,chennai,Petrol,Hatchback,63309,Manual,1,Honda Brio,2015,Red,175,430000
1717,chennai,Diesel,Hatchback,150000,Manual,1,Maruti Swift,2015,Others,204,500000
1718,chennai,Diesel,Sedan,53000,Automatic,1,BMW 7 Series,2019,White,500,7600000
1719,chennai,Petrol,Hatchback,39386,Manual,1,Maruti Baleno,2019,Blue,339,790000
1720,chennai,Diesel,Sedan,42000,Automatic,1,BMW 6 Series,2018,White,361,5200000
1721,chennai,Petrol,MUV,29257,Automatic,1,Renault Triber,2021,Blue,84,776000
1722,chennai,Petrol,Hatchback,61829,Automatic,1,Maruti Baleno,2017,Silver,339,702000
1723,chennai,Petrol,Hatchback,83901,Manual,1,Maruti Alto K10,2014,Grey,177,290000
1724,chennai,Petrol,Hatchback,33295,Manual,1,Maruti Celerio,2014,Silver,313,383000
1725,chennai,Petrol,Hatchback,33610,Manual,1,Maruti Celerio,2015,Blue,313,411000
1726,chennai,Diesel,Sedan,95600,Manual,1,Maruti Ciaz,2014,Grey,510,615000
1727,chennai,Petrol,Hatchback,20960,Manual,1,Tata Tiago,2018,Silver,242,515000
1728,chennai,Diesel,Sedan,66000,Automatic,1,BMW 3 Series,2016,Blue,480,2575000
1729,chennai,Petrol,Hatchback,85105,Manual,2,Hyundai i20,2015,White,295,507000
1730,chennai,Petrol,Hatchback,44519,Manual,2,Hyundai EON,2016,Blue,215,322000
1731,chennai,Petrol,Hatchback,54024,Manual,1,Maruti Baleno,2017,Grey,339,575000
1732,chennai,Petrol,Hatchback,20027,Manual,1,Maruti Baleno,2020,Red,339,850000
1733,chennai,Diesel,Sedan,44000,Automatic,1,Audi A6,2019,Blue,530,3700000
1734,chennai,Diesel,SUV,58000,Automatic,1,Audi Q3,2014,Black,460,1800000
1735,chennai,Diesel,Sedan,67905,Manual,1,Honda Amaze,2013,Red,400,425000
1736,chennai,Petrol,Hatchback,62604,Manual,1,Maruti Baleno,2017,Grey,339,650000
1737,chennai,Diesel,MUV,120000,Manual,1,Toyota Innova,2009,Others,361,750000
1738,chennai,Diesel,Sedan,105781,Manual,1,Honda Amaze,2014,Grey,400,450000
1739,chennai,Petrol,Sedan,68724,Manual,1,Maruti Ciaz,2017,Red,510,720000
1740,chennai,Petrol,Hatchback,67000,Automatic,1,Maruti Celerio,2014,Grey,235,425000
1741,chennai,Petrol,Hatchback,110273,Manual,2,Hyundai i10,2010,Red,361,235000
1742,chennai,Petrol,Hatchback,65628,Automatic,2,Maruti Celerio,2016,Red,235,437000
1743,chennai,Petrol,Hatchback,106075,Manual,1,Volkswagen Polo,2014,Grey,280,409999
1744,chennai,Petrol,Hatchback,6023,Manual,1,Maruti Ignis,2022,Blue,260,731000
1745,chennai,Petrol,Hatchback,38999,Manual,2,Tata Tiago,2018,Red,242,501999
1746,chennai,Diesel,MUV,105000,Manual,1,Toyota Innova Crysta,2018,Silver,300,2050000
1747,chennai,Diesel,SUV,7811,Automatic,1,Tata New Safari,2022,Black,73,1963000
1748,chennai,Petrol,Hatchback,58747,Manual,2,Maruti Alto K10,2011,COPPER,361,222000
1749,chennai,Diesel,SUV,34965,Manual,1,Tata Harrier,2019,White,425,1497000
1750,chennai,Diesel,SUV,106360,Manual,2,Ford Ecosport,2015,Blue,346,529000
1751,chennai,Petrol,Hatchback,162049,Manual,2,Maruti Ritz,2010,Grey,236,210000
1752,chennai,Diesel,SUV,30000,Automatic,1,Mercedes-Benz GLE,2020,Blue,825,7450000
1753,chennai,Petrol,SUV,26000,Manual,1,Toyota Urban cruiser,2021,Blue,328,975000
1754,chennai,Petrol,SUV,25000,Automatic,1,Kia Seltos,2020,White,433,1450000
1755,chennai,Diesel,SUV,35000,Automatic,1,Mercedes-Benz GLC,2021,Blue,550,6200000
1756,chennai,Petrol,Hatchback,57000,Manual,1,Maruti Swift,2020,Grey,268,595000
1757,chennai,Petrol,SUV,49000,Manual,1,Hyundai Creta,2017,White,400,767000
1758,chennai,Petrol,Hatchback,30000,Manual,1,Hyundai i20,2022,Red,311,825000
1759,chennai,Petrol,Hatchback,120000,Manual,3,Hyundai Santro,2002,Others,361,45000
1760,chennai,Petrol,Hatchback,40000,Automatic,3,Hyundai i10,2014,Others,361,335000
1761,chennai,Petrol,Hatchback,53250,Automatic,1,Honda Jazz,2015,Orange,354,558000
1762,chennai,Petrol,Hatchback,8848,Manual,1,Tata Tiago,2022,Black,361,649000
1763,chennai,Diesel,SUV,3000,Automatic,1,Tata Harrier,2022,Black,425,2250000
1764,chennai,Petrol,Sedan,34628,Manual,1,Skoda Rapid,2021,Red,460,1110000
1765,chennai,Petrol,Hatchback,8579,Manual,1,Maruti Ignis,2022,Silver,260,672000
1766,chennai,Petrol,MUV,17000,Manual,1,Renault Triber,2022,White,84,675000
1767,chennai,Petrol,Sedan,40021,Manual,1,Honda City,2017,Brown,510,795000
1768,chennai,Diesel,SUV,52000,Automatic,1,Mercedes-Benz GLS,2021,White,361,11299999
1769,chennai,Petrol,Hatchback,46946,Manual,2,Hyundai i20,2017,Red,295,587000
1770,chennai,Petrol,Hatchback,30772,Automatic,1,Honda Jazz,2019,Silver,354,807000
1771,chennai,Diesel,Hatchback,74008,Manual,1,Ford Figo,2012,Red,284,260000
1772,chennai,Diesel,Sedan,31000,Manual,1,Maruti Swift Dzire,2017,Blue,378,760000
1773,chennai,Diesel,SUV,20000,Manual,1,Mahindra Bolero,2022,Others,361,1070000
1774,chennai,Petrol,Hatchback,20000,Manual,2,Maruti Baleno,2020,Others,339,650000
1775,chennai,Petrol,Hatchback,31137,Automatic,1,Maruti S-Presso,2020,Orange,361,520000
1776,chennai,Diesel,Sedan,90000,Manual,1,Maruti Swift Dzire,2011,Others,440,350000
1777,chennai,Petrol,SUV,77000,Manual,1,Hyundai Creta,2015,White,400,875000
1778,chennai,Diesel,Sedan,16000,Automatic,1,BMW 3 Series GT,2019,White,520,4350000
1779,chennai,Diesel,SUV,23000,Automatic,1,Mahindra XUV500,2018,Red,720,1450000
1780,chennai,Petrol,SUV,9000,Manual,1,Mahindra Thar,2022,Black,361,1725000
1781,chennai,Petrol,Hatchback,28733,Manual,1,Datsun RediGO,2018,White,222,302000
1782,chennai,Diesel,Sedan,61828,Automatic,1,Hyundai Verna,2018,White,480,1060000
1783,chennai,Diesel,MUV,150000,Manual,2,Toyota Innova,2007,Others,361,600000
1784,chennai,Petrol,Sedan,60431,Manual,1,Tata Tigor,2022,Maroon,419,722000
1785,chennai,Petrol,Hatchback,53269,Manual,1,Maruti Celerio X,2018,Blue,235,463000
1786,chennai,Petrol,SUV,38000,Automatic,1,MG Hector,2021,White,587,1770000
1787,chennai,Petrol,Sedan,37778,Manual,2,Honda Amaze,2019,Silver,420,627000
1788,chennai,Petrol,Hatchback,54024,Manual,1,Maruti Baleno,2017,Grey,339,575000
1789,chennai,Petrol,SUV,85941,Manual,2,Tata Nexon,2018,Silver,350,658000
1790,chennai,Petrol,Hatchback,89329,Automatic,1,Maruti Celerio X,2018,Orange,235,476999
1791,chennai,Petrol,Hatchback,40000,Manual,2,Tata Tiago,2019,Others,242,500000
1792,chennai,Petrol,Hatchback,17000,Manual,1,Maruti Swift,2017,White,268,650000
1793,chennai,Petrol,Hatchback,83887,Manual,1,Maruti Ignis,2017,Blue,260,455000
1794,chennai,Diesel,Hatchback,150000,Manual,1,Hyundai i20 Active,2015,Others,285,475000
1795,chennai,Diesel,MUV,39000,Automatic,1,Toyota Innova Crysta,2021,White,300,2800000
1796,chennai,Petrol,Sedan,23000,Automatic,1,Hyundai Verna,2018,Grey,480,975000
1797,chennai,Petrol,Sedan,80000,Manual,1,Hyundai Verna,2017,White,480,750000
1798,chennai,Petrol,Hatchback,34000,Automatic,1,Maruti Celerio,2016,Golden,235,484999
1799,chennai,Petrol,Hatchback,29973,Manual,1,Maruti Celerio,2017,Blue,235,459999
1800,chennai,Petrol,Sedan,30000,Manual,1,Honda City,2021,Others,506,1265000
1801,chennai,Diesel,Hatchback,80805,Manual,2,Hyundai i20 Active,2016,White,285,567000
1802,chennai,Petrol,Hatchback,26235,Manual,1,Tata Tiago,2020,Silver,242,619000
1803,chennai,Petrol,Sedan,95963,Manual,0,Honda City,2017,White,510,630000
1804,chennai,Petrol,SUV,83294,Manual,1,Hyundai Creta,2018,Red,400,835000
1805,chennai,Diesel,SUV,17963,Manual,2,MG Hector,2021,White,587,1703000
1806,chennai,Petrol,Hatchback,102696,Manual,1,Maruti Baleno,2019,Grey,339,635000
1807,chennai,Diesel,Hatchback,57206,Manual,2,Hyundai i20,2019,Red,285,635000
1808,chennai,Diesel,Hatchback,120000,Manual,2,Ford Figo,2013,Others,284,300000
1809,chennai,Petrol,Hatchback,81829,Manual,1,Hyundai i20,2017,Red,295,657000
1810,chennai,Petrol,Hatchback,54395,Manual,2,Maruti Celerio,2014,Red,313,390000
1811,chennai,Diesel,Sedan,50000,Manual,1,Tata Tigor,2019,Others,419,620000
1812,chennai,Petrol,Sedan,70000,Manual,2,Volkswagen Ameo,2017,Others,330,465000
1813,chennai,Petrol,Hatchback,36000,Manual,1,Hyundai i20,2015,White,295,590000
1814,chennai,Diesel,SUV,125000,Manual,2,Isuzu MU 7,2016,Silver,361,950000
1815,chennai,Diesel,Sedan,75000,Automatic,2,Mercedes-Benz CLA,2018,Red,470,2150000
1816,chennai,Diesel,Sedan,45007,Automatic,1,Mercedes-Benz E-Class,2018,White,540,4600000
1817,chennai,Petrol,Sedan,49617,Manual,1,Honda Amaze,2016,TITANIUM,420,490000
1818,chennai,Petrol,Sedan,57782,Manual,1,Toyota Etios,2016,Red,595,620000
1819,chennai,Diesel,Sedan,38000,Automatic,1,Skoda Superb,2015,White,565,1950000
1820,chennai,Diesel,Sedan,110000,Automatic,3,BMW 5 Series,2008,Others,520,680000
1821,chennai,Petrol,Hatchback,22066,Manual,2,Honda Jazz,2018,Brown,354,594000
1822,chennai,Petrol,Hatchback,65707,Manual,1,Hyundai i20,2016,White,295,536000
1823,chennai,Petrol,Hatchback,89488,Manual,1,Maruti Celerio,2015,Silver,235,365000
1824,chennai,Petrol,Hatchback,88663,Automatic,2,Maruti Ignis,2017,Blue,260,544000
1825,chennai,Petrol,Hatchback,31679,Manual,1,Tata Tiago,2020,Silver,242,566000
1826,chennai,Petrol,Hatchback,68178,Manual,1,Hyundai Grand i10,2013,Blue,256,420000
1827,chennai,Petrol,Sedan,61279,Manual,2,Honda City,2017,Red,510,748000
1828,chennai,Petrol,Sedan,8963,Manual,1,Honda Amaze,2021,Silver,420,880000
1829,chennai,Petrol,Sedan,80281,Manual,1,Maruti Swift Dzire,2017,Silver,378,616000
1830,chennai,Petrol,SUV,50580,Manual,1,MG Hector,2020,White,361,1554000
1831,chennai,Petrol,Hatchback,21000,Automatic,1,Mini Cooper,2014,Blue,350,2100000
1832,chennai,Diesel,SUV,55000,Automatic,1,Audi Q3,2016,Blue,460,2175000
1833,chennai,Diesel,SUV,70000,Automatic,2,Mercedes-Benz GLE,2018,Silver,690,4200000
1834,chennai,Petrol,SUV,58000,Automatic,1,Audi Q5,2019,Blue,550,4300000
1835,chennai,Petrol,Sedan,65224,Manual,1,Volkswagen Vento,2018,Grey,494,725000
1836,chennai,Petrol,Hatchback,120000,Manual,1,Maruti Ritz,2010,Others,232,275000
1837,chennai,Diesel,SUV,42001,Automatic,1,BMW X5,2018,Brown,650,5750000
1838,chennai,Petrol,Sedan,30316,Manual,1,Maruti Swift Dzire,2017,Blue,320,635000
1839,chennai,Diesel,Sedan,64000,Automatic,3,Mercedes-Benz E-Class,2013,Brown,540,1800000
1840,chennai,Diesel,Sedan,40000,Automatic,1,Volvo S60,2015,Silver,380,1900000
1841,chennai,Petrol,Hatchback,100526,Manual,1,Maruti Swift,2017,Silver,268,509999
1842,chennai,Petrol,Hatchback,17273,Manual,1,Maruti Swift,2021,Silver,268,817000
1843,chennai,Diesel,SUV,107737,Manual,1,Maruti SX4 S Cross,2018,White,353,850000
1844,chennai,Petrol,SUV,111586,Manual,2,Ford Ecosport,2016,Orange,346,539000
1845,chennai,Petrol,Hatchback,73369,Automatic,2,Maruti Baleno,2017,Silver,339,538000
1846,chennai,Petrol,Hatchback,63697,Manual,1,Maruti Alto,2012,Red,361,235000
1847,chennai,Petrol,Hatchback,45224,Manual,1,Hyundai i20,2018,Blue,295,666000
1848,chennai,Diesel,Hatchback,110701,Manual,2,Ford Figo,2010,CHILL,284,210000
1849,chennai,Petrol,Hatchback,49124,Manual,2,Maruti Wagon R,2016,Silver,180,413000
1850,chennai,Petrol,Sedan,96861,Manual,1,Maruti Swift Dzire,2016,Red,378,505000
1851,chennai,Petrol,Hatchback,64636,Manual,2,Hyundai i10,2009,Blue,361,300000
1852,chennai,Diesel,Sedan,134000,Automatic,1,Audi A6,2014,White,530,890000
1853,chennai,Petrol,Hatchback,20000,Manual,1,Maruti 800,2002,White,361,140000
1854,chennai,Petrol,SUV,14118,Automatic,1,Renault Kiger,2022,Brown,405,810000
1855,chennai,Diesel,SUV,1200,Automatic,1,Jeep Meridian,2023,Black,361,4100000
1856,chennai,Petrol,SUV,36000,Automatic,2,Ford Ecosport,2018,Grey,352,725000
1857,chennai,Petrol,SUV,10000,Automatic,1,Skoda Kushaq,2022,White,385,1755000
1858,chennai,Petrol,SUV,50000,Manual,1,Kia Seltos,2019,White,433,1050000
1859,chennai,Petrol,SUV,30000,Manual,1,Toyota Urban cruiser,2021,Brown,328,1000000
1860,chennai,Petrol,Sedan,29000,Automatic,1,Skoda Rapid,2018,Grey,460,850000
1861,chennai,Petrol,Hatchback,55940,Manual,2,Hyundai i20,2014,Silver,295,508000
1862,chennai,Diesel,Sedan,115915,Manual,2,Honda City,2018,Grey,510,851000
1863,chennai,Petrol,Hatchback,1000,Automatic,1,Renault KWID,2022,White,279,625000
1864,chennai,Petrol,Hatchback,96184,Automatic,2,Honda Jazz,2016,Orange,354,560000
1865,chennai,Petrol,Hatchback,87780,Manual,1,Hyundai i10,2014,Silver,225,335000
1866,chennai,Petrol,Hatchback,118921,Manual,1,Hyundai i20,2015,White,295,445000
1867,chennai,Diesel,SUV,73834,Manual,2,Ford Ecosport,2019,Red,352,830000
1868,chennai,Diesel,SUV,20000,Automatic,1,Mahindra Thar,2022,Black,361,1789999
1869,chennai,Petrol,Hatchback,38514,Manual,1,Maruti Baleno,2016,Blue,339,630000
1870,chennai,Petrol,Sedan,74401,Manual,2,Maruti Swift Dzire,2016,Silver,378,527000
1871,chennai,Petrol,SUV,40000,Automatic,1,Hyundai Creta,2020,Others,361,1320000
1872,chennai,Petrol,Hatchback,9000,Manual,1,Maruti Swift,2022,Silver,268,860000
1873,chennai,Petrol,SUV,50000,Manual,1,Hyundai Creta,2017,Others,400,766000
1874,chennai,Petrol,Sedan,40000,Manual,1,Maruti Swift Dzire,2020,Gray,378,610000
1875,chennai,Diesel,Sedan,80000,Automatic,3,Skoda Rapid,2015,Others,460,475000
1876,chennai,Petrol,Hatchback,82000,Manual,2,Hyundai Grand i10,2014,White,256,390000
1877,chennai,Petrol,Sedan,32947,Automatic,1,Hyundai Aura,2020,Grey,361,680000
1878,chennai,Diesel,SUV,9000,Manual,1,Jeep Meridian,2022,Green,361,3150000
1879,chennai,Petrol,Sedan,25000,Manual,1,Hyundai Verna,2018,White,480,855000
1880,chennai,Petrol,MUV,10000,Manual,1,Maruti XL6,2022,Gray,209,1200000
1881,chennai,Petrol,Sedan,8413,Manual,1,Skoda Slavia,2022,Red,521,1786000
1882,chennai,Petrol,Hatchback,34460,Manual,1,Hyundai i20,2016,Red,295,614000
1883,chennai,Petrol,Sedan,33886,Manual,1,Maruti Swift Dzire,2010,Golden,440,340000
1884,chennai,Petrol,Hatchback,57910,Manual,2,Hyundai i20 Active,2016,Red,285,558000
1885,chennai,Petrol,MUV,46233,Manual,2,Renault Triber,2020,Blue,84,650000
1886,chennai,Petrol,Sedan,60000,Automatic,1,Honda City,2017,Silver,506,950000
1887,chennai,Petrol,Hatchback,48979,Manual,1,Maruti Swift,2021,Red,268,710000
1888,chennai,Petrol,SUV,42000,Automatic,1,MG Hector,2019,Red,587,1700000
1889,chennai,Diesel,SUV,106165,Manual,1,Ford Ecosport,2016,Silver,346,684000
1890,chennai,Petrol,Hatchback,91261,Manual,1,Datsun RediGO,2018,Silver,222,309000
1891,chennai,Petrol,Hatchback,36711,Manual,1,Maruti Celerio,2018,Blue,235,500000
1892,chennai,Petrol,Sedan,9000,Automatic,1,BMW 3 Series Gran Limousine,2021,Red,361,5500000
1893,chennai,Petrol,Hatchback,30428,Manual,0,Maruti Baleno,2018,Blue,339,650000
1894,chennai,Petrol,Hatchback,49791,Manual,1,Renault KWID,2018,Brown,300,360000
1895,chennai,Diesel,SUV,40000,Manual,1,MG Hector Plus,2021,Others,155,1875000
1896,chennai,Petrol,Sedan,40000,Manual,2,Hyundai Xcent,2014,Others,407,450000
1897,chennai,Petrol,Hatchback,50000,Automatic,2,Maruti Baleno,2018,Others,339,660000
1898,chennai,Diesel,SUV,60000,Manual,1,Maruti Vitara Brezza,2019,Others,328,950000
1899,chennai,Petrol,Sedan,60000,Manual,1,Volkswagen Ameo,2017,Others,330,500000
1900,chennai,Diesel,SUV,70000,Automatic,1,Ford Endeavour,2017,Red,361,2390000
1901,chennai,Petrol,Hatchback,107158,Manual,2,Maruti Wagon R,2014,Silver,180,361000
1902,chennai,Petrol,Hatchback,90811,Manual,1,Hyundai Grand i10,2019,Blue,256,549000
1903,chennai,Petrol,Hatchback,76454,Manual,3,Ford Figo,2012,Black,284,210000
1904,chennai,Petrol,Hatchback,57464,Manual,1,Maruti Swift,2021,Silver,268,704000
1905,chennai,Petrol,Sedan,95072,Manual,1,Honda Amaze,2019,Grey,420,729000
