,city,fuel_type,body_type,km_driven,transmission,ownerno,model,modelyear,color,price
309,bangalore,Diesel,SUV,28177,Manual,3,Mahindra XUV500,2018,Red,1405000
310,bangalore,Petrol,SUV,10000,Manual,1,Kia Sonet,2022,Others,1390000
311,bangalore,Petrol,SUV,27000,Automatic,1,Hyundai Creta,2018,White,1275000
312,bangalore,Petrol,Hatchback,90000,Automatic,3,Hyundai i10,2010,Others,275000
313,bangalore,Petrol,Sedan,20000,Manual,1,Honda City,2022,Others,1125000
314,bangalore,Petrol,Sedan,82998,Automatic,1,Honda City,2016,Red,650000
315,bangalore,Petrol,Sedan,110000,Automatic,3,Audi A4,2010,White,700000
316,bangalore,Petrol,Sedan,14500,Manual,1,Honda City,2019,Grey,1100000
317,bangalore,Diesel,Sedan,120000,Manual,3,Mahindra Verito,2016,White,260000
318,bangalore,Petrol,Hatchback,68000,Automatic,2,Hyundai i10,2010,Silver,395000
319,bangalore,Petrol,Sedan,25887,Manual,1,Hyundai Xcent,2019,White,681000
320,bangalore,Petrol,Hatchback,74094,Manual,1,Maruti S-Presso,2020,Others,405000
321,bangalore,Petrol,Hatchback,40000,Automatic,1,Honda Jazz,2018,White,765000
322,bangalore,Diesel,Hatchback,91045,Manual,1,Maruti Ritz,2014,Red,487000
323,bangalore,Diesel,SUV,80033,Manual,1,Mahindra XUV500,2018,White,1474000
324,bangalore,Diesel,SUV,70000,Automatic,2,Mahindra XUV500,2017,Others,1340000
325,bangalore,Petrol,MUV,13957,Automatic,1,Renault Triber,2021,Blue,770000
326,bangalore,Petrol,Hatchback,34140,Automatic,2,Maruti Baleno,2018,Grey,818000
327,bangalore,Petrol,SUV,20056,Manual,1,Ford Ecosport,2017,White,724000
328,bangalore,Petrol,Hatchback,38233,Automatic,3,Maruti Celerio,2016,Red,468000
329,bangalore,Petrol,Sedan,100000,Manual,1,Volkswagen Jetta,2013,White,500000
330,bangalore,Diesel,SUV,50000,Manual,2,Ford Ecosport,2016,Blue,600000
331,bangalore,Diesel,SUV,70000,Manual,2,Mahindra XUV500,2017,Others,1350000
332,bangalore,Petrol,Hatchback,44000,Manual,1,Hyundai Grand i10,2016,Orange,525000
333,bangalore,Petrol,Sedan,30000,Automatic,1,Maruti Ciaz,2016,Others,725000
334,bangalore,Petrol,Hatchback,50000,Manual,1,Hyundai Grand i10,2018,Others,550000
335,bangalore,Petrol,Hatchback,98000,Manual,1,Maruti Swift,2019,White,650000
336,bangalore,Petrol,Hatchback,47000,Automatic,1,Honda Jazz,2017,Green,775000
337,bangalore,Petrol,Sedan,70000,Manual,1,Hyundai Verna,2019,Others,900000
338,bangalore,Petrol,Hatchback,16998,Manual,1,Maruti Alto 800,2020,Silver,408000
339,bangalore,Petrol,Hatchback,15256,Automatic,1,Hyundai Grand i10,2017,Orange,642000
340,bangalore,Petrol,Sedan,70000,Manual,1,Hyundai Verna,2019,Others,900000
341,bangalore,Petrol,Hatchback,4495,Automatic,1,Datsun RediGO,2020,Black,521000
342,bangalore,Petrol,MUV,34561,Manual,1,Renault Triber,2020,White,695000
343,bangalore,Petrol,Hatchback,40000,Manual,2,Maruti Alto K10,2018,Others,390000
344,bangalore,Petrol,Hatchback,142135,Manual,1,Tata Tiago,2016,Orange,429000
345,bangalore,Petrol,Sedan,120000,Manual,1,Ford Aspire,2021,White,520000
346,bangalore,Petrol,Hatchback,9553,Automatic,1,Maruti Wagon R,2019,Brown,625000
347,bangalore,Petrol,Hatchback,7600,Manual,1,Renault KWID,2022,Blue,601000
348,bangalore,Diesel,SUV,120000,Manual,1,Jeep Compass,2017,Others,1300000
349,bangalore,Petrol,Hatchback,20000,Automatic,1,Hyundai Grand i10,2017,Silver,645000
350,bangalore,Petrol,Hatchback,45578,Manual,1,Hyundai i20,2016,Red,695000
351,bangalore,Petrol,Sedan,100000,Manual,1,Volkswagen Jetta,2013,White,500000
352,bangalore,Diesel,Sedan,100000,Automatic,2,BMW 3 Series,2014,Blue,1644000
353,bangalore,Petrol,SUV,42000,Manual,1,Ford Ecosport,2019,Silver,894999
354,bangalore,Petrol,Hatchback,90000,Manual,2,Hyundai i10,2013,Others,350000
355,bangalore,Diesel,Sedan,70000,Manual,1,Hyundai Verna,2012,Others,550000
356,bangalore,Diesel,SUV,100000,Automatic,3,Ford Endeavour,2010,Others,750000
357,bangalore,Petrol,Hatchback,16306,Manual,1,Maruti Ignis,2017,Blue,581000
358,bangalore,Petrol,Hatchback,25086,Manual,3,Maruti Wagon R,2020,White,513000
359,bangalore,Petrol,Hatchback,54845,Manual,1,Maruti Baleno,2017,Blue,650000
360,bangalore,Diesel,Hatchback,35642,Manual,1,Ford Freestyle,2020,Red,806000
361,bangalore,Petrol,Hatchback,22173,Automatic,1,Maruti Baleno,2016,Silver,725000
362,bangalore,Petrol,Hatchback,67790,Manual,1,Hyundai Grand i10,2014,Black,426000
363,bangalore,Petrol,Hatchback,38000,Manual,1,Maruti Alto K10,2019,Maroon,484999
364,bangalore,Petrol,Hatchback,49713,Manual,2,Honda Brio,2012,White,351000
365,bangalore,Petrol,Hatchback,10002,Manual,1,Renault KWID,2021,Red,490000
366,bangalore,Diesel,SUV,46706,Manual,1,Mahindra XUV500,2017,Grey,1495000
367,bangalore,Diesel,Hatchback,90000,Manual,2,Maruti Swift,2014,Others,509999
368,bangalore,Petrol,Hatchback,55833,Automatic,1,Volkswagen Polo,2017,White,1025000
369,bangalore,Diesel,Sedan,54000,Manual,1,Skoda Rapid,2016,Grey,825000
370,bangalore,Diesel,SUV,68000,Manual,2,Ford Ecosport,2016,Silver,675000
371,bangalore,Diesel,Hatchback,113348,Manual,3,Ford Figo,2010,Grey,190000
372,bangalore,Diesel,Sedan,134000,Automatic,1,Audi A6,2014,White,890000
373,bangalore,Petrol,SUV,20000,Automatic,1,Renault Kiger,2022,Silver,823000
374,bangalore,Petrol,Hatchback,52311,Manual,1,Maruti Swift,2014,White,554000
375,bangalore,Petrol,Sedan,59514,Manual,1,Maruti Swift Dzire,2014,Black,499000
376,bangalore,Petrol,SUV,10000,Automatic,1,Renault Kiger,2022,Others,815000
377,bangalore,Petrol,Hatchback,36743,Manual,1,Maruti Baleno,2020,Silver,719000
378,bangalore,Petrol,Hatchback,83046,Manual,1,Maruti Celerio,2015,Silver,372000
379,bangalore,Petrol,Hatchback,10000,Automatic,1,Maruti Celerio,2018,Others,515000
380,bangalore,Petrol,Hatchback,59420,Manual,2,Honda Jazz,2016,Silver,554000
381,bangalore,Petrol,Sedan,4545,Manual,1,Tata Tigor,2023,Grey,700000
382,bangalore,Petrol,Hatchback,70404,Manual,1,Maruti Swift,2011,Silver,409999
383,bangalore,Petrol,Sedan,39725,Manual,1,Maruti Ciaz,2016,Silver,685000
384,bangalore,Petrol,SUV,50000,Manual,2,Ford Ecosport,2018,Others,765000
385,bangalore,Petrol,Sedan,50000,Manual,3,Hyundai Elantra,2013,Others,491000
386,bangalore,Diesel,SUV,23272,Manual,1,Ford Ecosport,2021,Silver,1175000
387,bangalore,Petrol,SUV,8407,Manual,1,Ford Ecosport,2020,Brown,999000
388,bangalore,Petrol,Hatchback,50000,Automatic,1,Maruti Swift,2018,Others,715000
389,bangalore,Petrol,Hatchback,54305,Manual,1,Hyundai i20,2012,Silver,404000
390,bangalore,Petrol,Hatchback,50000,Manual,2,Hyundai i10,2016,Others,358000
391,bangalore,Petrol,Hatchback,64998,Automatic,1,Maruti Ignis,2017,Blue,581000
392,bangalore,Petrol,Hatchback,75940,Manual,1,Hyundai i20,2015,Red,630000
393,bangalore,Petrol,Hatchback,25639,Manual,1,Honda Jazz,2016,Grey,560000
394,bangalore,Diesel,SUV,44107,Manual,1,Mahindra XUV500,2019,Silver,1551000
395,bangalore,Petrol,Sedan,60000,Manual,2,Hyundai Verna,2014,Others,525000
396,bangalore,Petrol,Hatchback,41594,Manual,1,Maruti Celerio,2018,Others,501000
397,bangalore,Petrol,Hatchback,24786,Automatic,2,Maruti Wagon R,2020,White,617000
398,bangalore,Petrol,Hatchback,56000,Manual,1,Maruti Alto K10,2017,Grey,365000
399,bangalore,Petrol,Sedan,90000,Automatic,1,Honda City,2018,White,994999
400,bangalore,Petrol,Hatchback,31000,Manual,2,Hyundai i20,2019,Orange,775000
401,bangalore,Petrol,Sedan,36000,Manual,1,Hyundai Verna,2017,Maroon,770000
402,bangalore,Petrol,Hatchback,19065,Manual,1,Maruti Swift,2018,Grey,725000
403,bangalore,Petrol,Hatchback,30538,Automatic,1,Honda Jazz,2019,White,840000
404,bangalore,Petrol,Hatchback,48891,Manual,2,Hyundai i20,2018,Red,799000
405,bangalore,Petrol,Hatchback,60000,Automatic,2,Mercedes-Benz A Class,2014,Others,1380000
406,bangalore,Petrol,Hatchback,26676,Manual,1,Maruti Swift,2018,White,696000
407,bangalore,Petrol,Hatchback,35647,Manual,1,Maruti Swift,2015,Red,576000
408,bangalore,Petrol,Hatchback,63825,Manual,1,Toyota Glanza,2020,Red,721000
409,bangalore,Petrol,Sedan,31346,Manual,2,Honda City,2018,Brown,994999
410,bangalore,Petrol,Hatchback,79349,Manual,2,Hyundai i20,2015,Silver,594000
411,bangalore,Diesel,SUV,88203,Manual,1,Mahindra XUV500,2015,Red,927000
412,bangalore,Petrol,Hatchback,52228,Manual,1,Maruti Wagon R,2015,Red,426000
413,bangalore,Diesel,SUV,70000,Automatic,1,Hyundai Creta,2015,Others,1100000
414,bangalore,Petrol,SUV,40542,Manual,1,Nissan Magnite,2022,Silver,905000
415,bangalore,Petrol,SUV,47936,Automatic,1,Renault Duster,2019,Silver,848000
416,bangalore,Diesel,Sedan,70000,Automatic,2,Skoda Superb,2008,Others,575000
417,bangalore,Petrol,SUV,45000,Manual,2,Hyundai Creta,2016,White,894999
418,bangalore,Petrol,SUV,20469,Manual,1,Hyundai Venue,2019,Blue,1099000
419,bangalore,Petrol,Hatchback,60000,Manual,1,Hyundai i20,2011,Others,425000
420,bangalore,Petrol,Sedan,70000,Manual,2,Maruti Swift Dzire,2012,Blue,445000
421,bangalore,Petrol,Sedan,46258,Manual,2,Volkswagen Vento,2017,Grey,775000
422,bangalore,Petrol,Hatchback,54242,Manual,3,Maruti Wagon R,2013,Silver,327000
423,bangalore,Petrol,Hatchback,90727,Automatic,1,Honda Jazz,2017,Brown,661000
424,bangalore,Diesel,SUV,100000,Manual,1,Mahindra XUV500,2012,White,775000
425,bangalore,Petrol,Sedan,31003,Manual,1,Maruti Swift Dzire,2017,Brown,682000
426,bangalore,Petrol,Hatchback,24233,Manual,1,Hyundai Grand i10,2017,Orange,577000
427,bangalore,Petrol,Hatchback,90000,Manual,3,Volkswagen Polo,2015,Others,500000
428,bangalore,Petrol,Hatchback,36983,Manual,1,Honda Jazz,2017,Red,679000
429,bangalore,Diesel,Hatchback,68915,Automatic,1,Mercedes-Benz B Class,2014,Grey,1445000
430,bangalore,Petrol,Hatchback,5440,Manual,1,Maruti Swift,2021,Silver,776000
431,bangalore,Petrol,Hatchback,8096,Manual,1,Tata Tiago,2021,Blue,690000
432,bangalore,Diesel,Sedan,120000,Manual,2,Skoda Rapid,2012,Others,380000
433,bangalore,Petrol,SUV,60000,Manual,3,Renault Duster,2014,Others,560000
434,bangalore,Diesel,SUV,120000,Manual,1,Tata Safari Storme,2017,Others,1125000
435,bangalore,Diesel,MUV,125903,Manual,2,Renault Lodgy,2015,Blue,515000
436,bangalore,Petrol,Hatchback,33040,Manual,2,Hyundai i20,2018,White,799000
437,bangalore,Diesel,SUV,110000,Manual,2,Toyota Fortuner,2009,White,1200000
438,bangalore,Diesel,Hatchback,30722,Manual,1,Hyundai i20,2019,White,835000
439,bangalore,Diesel,Sedan,80000,Manual,1,Honda City,2016,Others,750000
440,bangalore,Diesel,SUV,120000,Manual,2,Toyota Fortuner,2009,Others,1275000
441,bangalore,Petrol,Sedan,58778,Manual,1,Honda City,2014,Others,527000
442,bangalore,Petrol,Hatchback,51395,Manual,1,Maruti S-Presso,2019,Silver,426000
443,bangalore,Petrol,SUV,100000,Automatic,2,Ford Ecosport,2015,White,625000
444,bangalore,Petrol,Sedan,65881,Manual,2,Maruti Swift Dzire,2013,Black,447000
445,bangalore,Petrol,Hatchback,49934,Manual,2,Maruti Swift,2014,White,552000
446,bangalore,Diesel,Sedan,91000,Manual,2,Honda City,2016,White,795000
447,bangalore,Petrol,Hatchback,61576,Manual,2,Maruti Celerio X,2018,White,459000
448,bangalore,Petrol,Sedan,114321,Manual,2,Maruti Ciaz,2016,White,700000
449,bangalore,Petrol,Hatchback,53125,Manual,1,Maruti S-Presso,2019,White,405000
450,bangalore,Petrol,Hatchback,36462,Automatic,1,Renault KWID,2020,Red,536000
451,bangalore,Petrol,SUV,13000,Manual,2,Renault Duster,2018,White,894999
452,bangalore,Diesel,Sedan,41000,Manual,1,Hyundai Verna,2018,Black,1375000
453,bangalore,Petrol,Hatchback,94471,Automatic,1,Volkswagen Polo,2017,Red,880000
454,bangalore,Diesel,MUV,58000,Manual,1,Toyota Innova,2011,Maroon,1030000
455,bangalore,Petrol,Hatchback,46000,Manual,1,Maruti Wagon R,2016,Brown,475000
456,bangalore,Petrol,SUV,10000,Manual,1,MG Astor,2022,Black,1150000
457,bangalore,Petrol,SUV,50000,Manual,1,Toyota Urban cruiser,2021,White,960000
458,bangalore,Petrol,Hatchback,36004,Manual,2,Maruti Celerio,2020,Silver,532000
459,bangalore,Petrol,Sedan,58808,Manual,2,Honda City,2016,White,651000
460,bangalore,Petrol,Hatchback,31983,Manual,1,Hyundai i20,2016,Silver,715000
461,bangalore,Diesel,SUV,78536,Manual,1,Maruti Vitara Brezza,2016,Maroon,740000
462,bangalore,Diesel,SUV,20000,Manual,1,Kia Seltos,2022,Others,1700000
463,bangalore,Petrol,Sedan,54134,Manual,2,Maruti Swift Dzire,2013,Black,455000
464,bangalore,Petrol,SUV,10000,Automatic,1,Kia Seltos,2021,Others,1698999
465,bangalore,Petrol,Hatchback,27227,Manual,2,Hyundai Grand i10,2019,Red,524000
466,bangalore,Petrol,SUV,25508,Automatic,1,Jeep Compass,2019,Grey,1764999
467,bangalore,Petrol,Hatchback,30000,Manual,1,Hyundai i20,2017,Others,525000
468,bangalore,Petrol,SUV,20000,Automatic,1,Kia Seltos,2019,Gray,1600000
469,bangalore,Diesel,Sedan,100000,Manual,2,Volkswagen Vento,2012,Blue,360000
470,bangalore,Petrol,SUV,20000,Automatic,1,Mahindra Thar,2021,Others,1650000
471,bangalore,Petrol,Hatchback,50000,Manual,1,Hyundai i20,2011,Others,409999
472,bangalore,Diesel,Hatchback,40000,Manual,1,Hyundai i20,2019,Others,850000
473,bangalore,Petrol,SUV,19047,Automatic,1,Hyundai Venue,2021,Red,1260000
474,bangalore,Petrol,SUV,50000,Manual,1,Tata Nexon,2020,Others,850000
475,bangalore,Petrol,Hatchback,64453,Automatic,1,Maruti Celerio,2018,Red,493000
476,bangalore,Petrol,Hatchback,43387,Manual,1,Honda Brio,2018,White,505000
477,bangalore,Petrol,Hatchback,36538,Automatic,1,Maruti Baleno,2020,White,825000
478,bangalore,Petrol,Hatchback,36787,Manual,2,Hyundai i20 Active,2017,Brown,682000
479,bangalore,Petrol,Hatchback,32112,Manual,2,Maruti Celerio,2018,Red,486000
480,bangalore,Petrol,Hatchback,53701,Manual,1,Hyundai Grand i10,2017,Silver,540000
481,bangalore,Petrol,Hatchback,30000,Manual,2,Hyundai Grand i10,2018,Others,530000
482,bangalore,Petrol,Hatchback,26085,Manual,2,Maruti Alto 800,2020,Red,407000
483,bangalore,Petrol,Hatchback,46894,Manual,3,Hyundai Grand i10,2016,Red,453000
484,bangalore,Petrol,SUV,30000,Manual,1,Kia Sonet,2021,Others,1010000
485,bangalore,Petrol,SUV,53692,Automatic,2,Honda CR-V,2017,White,1675000
486,bangalore,Diesel,SUV,37809,Automatic,2,Mahindra XUV500,2018,Brown,1645000
487,bangalore,Petrol,Hatchback,33000,Automatic,1,Tata Tiago,2018,Brown,625000
488,bangalore,Petrol,Hatchback,30813,Manual,1,Maruti Wagon R,2022,White,635000
489,bangalore,Diesel,Sedan,56254,Manual,1,Hyundai Verna,2013,Silver,550000
490,bangalore,Petrol,Sedan,15727,Automatic,2,Maruti Ciaz,2020,Grey,1025000
491,bangalore,Electric,Hatchback,20000,Automatic,1,Mahindra e2o Plus,2017,Red,550000
492,bangalore,Electric,Hatchback,150,Automatic,1,MG Comet EV,2023,Grey,950000
493,bangalore,Petrol,Hatchback,21113,Manual,1,Hyundai i20,2021,Red,977000
494,bangalore,Diesel,Sedan,71775,Manual,1,Hyundai Elantra,2021,White,1705000
495,bangalore,Petrol,Hatchback,59882,Automatic,1,Maruti Swift,2018,Silver,667000
496,bangalore,Petrol,Hatchback,24463,Automatic,2,Hyundai Grand i10,2014,Silver,494000
497,bangalore,Petrol,Sedan,72352,Manual,1,Honda City,2015,Silver,636000
498,bangalore,Diesel,SUV,90928,Manual,1,Ford Ecosport,2017,Blue,792000
499,bangalore,Petrol,SUV,10000,Manual,2,Nissan Magnite,2021,Others,695000
500,bangalore,Petrol,Hatchback,60000,Manual,2,Ford Figo,2014,Others,360000
501,bangalore,Diesel,SUV,117530,Manual,1,Maruti Vitara Brezza,2016,Red,827000
502,bangalore,Petrol,Hatchback,102814,Manual,1,Maruti Swift,2011,Red,382000
503,bangalore,Petrol,Hatchback,20000,Manual,1,Tata Tiago,2021,Blue,650000
504,bangalore,Petrol,Hatchback,34801,Automatic,1,Maruti Celerio,2017,Blue,512000
505,bangalore,Petrol,Hatchback,51877,Manual,3,Maruti Celerio,2018,Silver,463000
506,bangalore,Petrol,Sedan,10000,Automatic,1,Hyundai Verna,2023,Others,1500000
507,bangalore,Petrol,Hatchback,17125,Manual,2,Maruti Celerio X,2018,Silver,525000
508,bangalore,Diesel,SUV,30000,Manual,1,Renault Duster,2014,Others,459999
509,bangalore,Petrol,Hatchback,50318,Manual,1,Maruti Baleno,2016,Silver,627000
510,bangalore,Petrol,Sedan,46123,Manual,1,Hyundai Verna,2012,Silver,511000
511,bangalore,Diesel,Hatchback,70000,Manual,2,Hyundai i20,2015,Others,600000
512,bangalore,Diesel,Sedan,33360,Automatic,1,Volkswagen Jetta,2014,Blue,1285000
513,bangalore,Petrol,Hatchback,10000,Manual,1,Tata Altroz,2023,Red,750000
514,bangalore,Petrol,Hatchback,11045,Automatic,1,Hyundai i20,2021,White,985000
515,bangalore,Diesel,Sedan,51406,Automatic,1,Volkswagen Vento,2018,Blue,1044999
516,bangalore,Diesel,Hatchback,70000,Manual,1,Tata Indica V2,2012,Red,200000
517,bangalore,Petrol,Hatchback,26031,Manual,1,Maruti Baleno,2017,Blue,710000
518,bangalore,Petrol,Hatchback,30740,Manual,1,Maruti Swift,2016,Silver,586000
519,bangalore,Petrol,SUV,20000,Automatic,1,MG Astor,2022,Others,1500000
520,bangalore,Petrol,Hatchback,65909,Automatic,1,Maruti Ignis,2017,White,584000
521,bangalore,Petrol,Hatchback,140590,Manual,1,Hyundai i20,2013,Blue,409000
522,bangalore,Petrol,Sedan,51801,Automatic,1,Maruti Swift Dzire,2019,Silver,738000
523,bangalore,Diesel,Sedan,80000,Manual,1,Hyundai Xcent,2015,Others,380000
524,bangalore,Petrol,Hatchback,62621,Manual,1,Hyundai i20,2017,Blue,656000
525,bangalore,Petrol,Hatchback,79068,Manual,1,Maruti Swift,2014,Red,483000
526,bangalore,Petrol,Hatchback,50000,Manual,1,Maruti Swift,2018,Others,509999
527,bangalore,Diesel,Sedan,30000,Automatic,2,Volkswagen Ameo,2018,Others,750000
528,bangalore,Petrol,Hatchback,72000,Manual,2,Hyundai i10,2008,Gold,185000
529,bangalore,Petrol,Hatchback,80000,Manual,2,Hyundai i10,2008,Others,180000
530,bangalore,Diesel,SUV,36314,Automatic,2,Mahindra XUV500,2016,Orange,1245000
531,bangalore,Petrol,Hatchback,67000,Manual,1,Volkswagen Polo,2010,Red,300000
532,bangalore,Electric,SUV,30000,Automatic,1,Tata Nexon EV Prime,2020,Others,1350000
533,bangalore,Electric,SUV,21236,Automatic,1,Tata Nexon EV Prime,2022,White,1450000
534,bangalore,Petrol,Hatchback,47488,Automatic,2,Maruti Ignis,2017,Silver,546000
535,bangalore,Petrol,Hatchback,56814,Manual,1,Honda Jazz,2016,Red,533000
536,bangalore,Petrol,Hatchback,63206,Manual,1,Hyundai i10,2012,White,332000
537,bangalore,Petrol,Sedan,61103,Manual,2,Maruti Ciaz,2018,Silver,809000
538,bangalore,Petrol,Hatchback,70000,Manual,1,Maruti Alto,2008,Black,200000
539,bangalore,Petrol,Hatchback,112268,Automatic,3,Maruti Celerio,2015,White,347000
540,bangalore,Petrol,SUV,97346,Manual,1,Volkswagen Taigun,2021,Silver,1359000
541,bangalore,Petrol,Hatchback,36977,Manual,2,Hyundai Grand i10,2018,Others,543000
542,bangalore,Diesel,Hatchback,60000,Manual,2,Hyundai i20,2013,Others,475000
543,bangalore,Petrol,Hatchback,35000,Automatic,2,Renault KWID,2016,Silver,350000
544,bangalore,Diesel,MUV,50000,Manual,2,Toyota Innova,2015,Others,1449000
545,bangalore,Petrol,Hatchback,50000,Manual,1,Maruti Alto K10,2015,Others,300000
546,bangalore,Petrol,Hatchback,40082,Manual,2,Maruti Wagon R,2014,Others,377000
547,bangalore,Diesel,Sedan,112566,Automatic,2,Maruti Swift Dzire,2017,Silver,638000
548,bangalore,Petrol,SUV,68000,Automatic,1,Hyundai Creta,2020,White,1575000
549,bangalore,Petrol,Hatchback,61978,Automatic,1,Maruti Wagon R,2021,Silver,674000
550,bangalore,Petrol,Hatchback,27658,Manual,1,Maruti Wagon R,2021,White,613000
551,bangalore,Petrol,SUV,26000,Manual,1,Kia Seltos,2019,Silver,1145000
552,bangalore,Petrol,Hatchback,43371,Manual,2,Hyundai i20,2015,Red,595000
553,bangalore,Diesel,SUV,120000,Manual,2,Ford Ecosport,2014,Black,450000
554,bangalore,Petrol,Hatchback,67633,Manual,1,Honda Jazz,2017,Red,599000
555,bangalore,Petrol,Hatchback,76794,Manual,1,Maruti Baleno,2016,Orange,625000
556,bangalore,Diesel,MUV,120000,Manual,1,Toyota Innova,2011,Others,750000
557,bangalore,Diesel,Sedan,100000,Manual,2,Chevrolet Cruze,2010,Others,445000
558,bangalore,Petrol,Hatchback,50000,Manual,2,Hyundai i10,2012,Others,320000
559,bangalore,Diesel,SUV,20000,Automatic,1,Kia Sonet,2022,Others,1350000
560,bangalore,Petrol,Hatchback,50000,Manual,2,Fiat Punto Abarth,2018,Black,525000
561,bangalore,Diesel,SUV,80000,Manual,1,Hyundai Creta,2015,White,888000
562,bangalore,Diesel,SUV,80000,Manual,2,Mahindra TUV 300,2015,Silver,575000
563,bangalore,Diesel,Sedan,94932,Manual,1,Maruti Swift Dzire,2017,Silver,707000
564,bangalore,Petrol,Hatchback,75140,Manual,1,Maruti Baleno,2016,Red,593000
565,bangalore,Petrol,Hatchback,88000,Manual,1,Chevrolet Beat,2011,Blue,250000
566,bangalore,Petrol,Hatchback,73969,Manual,1,Hyundai i20,2016,Red,685000
567,bangalore,Petrol,Sedan,62598,Manual,1,Hyundai Verna,2016,Silver,699000
568,bangalore,Petrol,Sedan,70000,Automatic,2,Toyota Corolla Altis,2017,Others,1200000
569,bangalore,Petrol,Hatchback,24343,Manual,2,Maruti Alto 800,2021,Silver,425000
570,bangalore,Diesel,Hatchback,110000,Manual,2,Volkswagen Polo,2014,Silver,380000
571,bangalore,Petrol,Hatchback,58917,Manual,2,Volkswagen Polo,2017,White,574000
572,bangalore,Petrol,Hatchback,72338,Manual,1,Maruti Swift,2016,Silver,573000
573,bangalore,Diesel,SUV,110000,Manual,3,Mahindra XUV500,2015,Others,685000
574,bangalore,Petrol,Hatchback,41000,Automatic,2,Honda Brio,2012,Silver,425000
575,bangalore,Petrol,Hatchback,70000,Automatic,2,Hyundai i10,2009,Others,265000
576,bangalore,Petrol,Sedan,25887,Manual,1,Maruti Swift Dzire,2019,Orange,600000
577,bangalore,Petrol,Sedan,40000,Manual,1,Honda City,2016,Others,650000
578,bangalore,Diesel,Hatchback,50000,Manual,1,Maruti Swift,2015,Others,430000
579,bangalore,Petrol,Minivans,10000,Manual,1,Maruti Eeco,2021,Others,530000
580,bangalore,Petrol,Hatchback,20000,Manual,1,Volkswagen Polo,2022,Others,1075000
581,bangalore,Petrol,Sedan,60000,Manual,2,Hyundai Verna,2017,Others,750000
582,bangalore,Petrol,Hatchback,64235,Manual,2,Hyundai i20,2017,Red,615000
583,bangalore,Diesel,Hatchback,83873,Manual,1,Maruti Baleno,2018,Silver,746000
584,bangalore,Diesel,Sedan,120000,Manual,2,Skoda Rapid,2012,Others,370000
585,bangalore,Petrol,Sedan,93059,Manual,2,Hyundai Verna,2016,Silver,667000
586,bangalore,Petrol,Hatchback,45681,Manual,1,Maruti Baleno,2017,Blue,634000
587,bangalore,Petrol,Hatchback,45938,Manual,2,Honda Jazz,2017,Brown,579000
