,it,ft,bt,km,transmission,ownerno,owner,oem,model,modelyear,centralvariantid,variantname,price,priceactual,pricesaving,pricefixedtext,trendingtext,row_index,registration_year,insurance_validity,fuel_type,seats,kms_driven,rto,ownership,engine_displacement,transmission,year_of_manufacture,top_features,color,engine_type,displacement,max_power,max_torque,no_of_cylinder,values_per_cylinder,value_configuration,fuel_suppy_system,borex_stroke,turbo_charger,super_charger,length,width,height,wheel_base,front_tread,rear_tread,kerb_weight,gross_weight,gear_box,drive_type,seating_capacity,steering_type,turning_radius,front_brake_type,rear_brake_type,tyre_type,alloy_wheel_size,no_door_numbers,ground_clearance_unladen,cargo_volumn,compression_ratio,acceleration,top_speed,city
20,0,Diesel,SUV,"30,000",Automatic,2,2nd Owner,Land Rover,Land Rover Range Rover Evoque,2020,7873,2.0 R-Dynamic SE diesel 2020-2021,₹ 59.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",20,2020,Third Party insurance,Diesel,5 Seats,"30,000 Kms",,Second Owner,1999 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Speakers Front",Gray,Turbocharged Diesel engine,1999,245.4bhp@5500rpm,430Nm@1750-2500rpm,4.0,4.0,,,,Yes,,4371 mm,1996 mm,1649 mm,2681mm,1626mm,1628mm,1775,2450kg,9-speed automatic,AWD,5,Power,,Disc,Disc,"Tubeless,Radial",18,5,,786,15.5,9.3 Seconds,205 Kmph,kolkata
21,0,Petrol,Hatchback,"54,044",Manual,1,1st Owner,Maruti,Maruti Alto K10,2017,7013,VXI Optional,₹ 3.15 Lakh,₹ 3.21 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",21,Nov 2017,Third Party,Petrol,5 Seats,"54,044 Kms",WB12,First Owner,998 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Silver,K Series Petrol Engine,998,67.05bhp@6000rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFi,,No,No,3545mm,1515mm,1475mm,2360mm,1295mm,1290mm,784kg,1210kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,,177,,13.3 Seconds,145 Kmph,kolkata
22,0,Petrol,SUV,"6,500",Manual,1,1st Owner,Tata,Tata Nexon,2021,7384,XM BSVI,₹ 7.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",22,Mar 2021,Third Party insurance,Petrol,5 Seats,"6,500 Kms",WB10,First Owner,1199 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Power Adjustable Exterior Rear View Mirror, Electric Folding Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Green,1.2l Turbocharged Revotron Engine,1199,118.35bhp@5500rpm,170Nm@1750-4000rpm,3.0,4.0,,,,,,3993,1811,1606,2498,,,1200,,6 Speed,,5,Electric,5.1,Disc,Drum,"Tubeless,Radial",,5,,350,,,,kolkata
23,0,Petrol,Sedan,"29,159",Manual,1,1st Owner,Maruti,Maruti Ciaz,2017,4022,VXi Option,₹ 5.26 Lakh,₹ 5.62 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",23,Mar 2017,Zero Dep,Petrol,5 Seats,"29,159 Kms",WB06,First Owner,1373 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",Red,k14B VVT Engine,1373,91.1bhp@6000rpm,130Nm@4000rpm,4.0,4.0,DOHC,MPFI,73 X 82mm,No,No,4490mm,1730mm,1485mm,2650mm,1495mm,1505mm,1010kg,1490kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless, Radial",,4,,510-litres,10.1:1,14 Seconds,190 kmph,kolkata
24,0,Diesel,SUV,"30,000",Automatic,2,2nd Owner,Land Rover,Land Rover Range Rover Evoque,2020,7873,2.0 R-Dynamic SE diesel 2020-2021,₹ 59.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",24,2020,Third Party insurance,Diesel,5 Seats,"30,000 Kms",,Second Owner,1999 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Speakers Front",Silver,Turbocharged Diesel engine,1999,245.4bhp@5500rpm,430Nm@1750-2500rpm,4.0,4.0,,,,Yes,,4371 mm,1996 mm,1649 mm,2681mm,1626mm,1628mm,1775,2450kg,9-speed automatic,AWD,5,Power,,Disc,Disc,"Tubeless,Radial",18,5,,786,15.5,9.3 Seconds,205 Kmph,kolkata
25,0,Petrol,Sedan,"31,968",Automatic,1,1st Owner,Honda,Honda City,2016,1217,i VTEC CVT VX,₹ 6.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",25,Oct 2016,Comprehensive,Petrol,5 Seats,"31,968 Kms",WB02,First Owner,1497 cc,Automatic,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Brown,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,No,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1085kg,,5 Speed CVT,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",15,4,,510-litres,10.3:1,10 Seconds,195 Kmph,kolkata
26,0,Petrol,Hatchback,"44,150",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10 Nios,2019,7094,Asta,₹ 6.12 Lakh,₹ 6.25 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",26,Oct 2019,Third Party,Petrol,5 Seats,"44,150 Kms",WB02,Second Owner,1197 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Blue,1.2 Kappa petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,,,No,,3805mm,1680,1520,2450,,,1060,,5-Speed,,5,Electric,,Disc,Drum,"Tubeless, Radial",15,5,,,,,,kolkata
27,0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2010,8988,1.2 Magna Opt,₹ 1.89 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",27,2010,Third Party insurance,Petrol,5 Seats,"60,000 Kms",,First Owner,1197 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Others,In-Line Engine,1197,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",4.0,4.0,DOHC,MPFI,,No,No,3940 mm,1710 mm,1505 mm,"2,525 mm","1,505 mm","1,503 mm",1120,,5 Speed,FWD,5,Power,5.20 m,Disc,Drum,"Tubeless,Radial",14,5,,295 Lit,:1,12.96 Sec,,kolkata
28,0,Petrol,SUV,"25,009",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2018,6432,1.6 SX Automatic,₹ 9.90 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",28,Oct 2018,Comprehensive,Petrol,5 Seats,"25,009 Kms",WB20,First Owner,1591 cc,Automatic,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Grey,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151NM@4850rpm,4.0,4.0,DOHC,MPFi,,No,No,4270mm,1780mm,1665mm,2590mm,,,1300,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,17,5,190mm,400,,,,kolkata
29,0,Petrol,Hatchback,"46,469",Manual,1,1st Owner,Maruti,Maruti Swift,2020,10403,VXI,₹ 5.34 Lakh,₹ 5.48 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",29,Sept 2020,Zero Dep,Petrol,5 Seats,"46,469 Kms",WB06,First Owner,1197 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Silver,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,"Radial, Tubeless",,5,,268,,,,kolkata
30,0,Petrol,SUV,"45,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2018,8179,1.6 VTVT SX Plus,₹ 8 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",30,May 2018,Third Party insurance,Petrol,5 Seats,"45,000 Kms",WB02,First Owner,1591 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,DOHC,MPFi,,No,No,4270mm,1780mm,1630mm,2590mm,,,1280,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,17,5,,400-litres,,,,kolkata
31,0,Petrol,Sedan,"31,577",Manual,1,1st Owner,Hyundai,Hyundai Verna,2020,7731,SX Opt,₹ 9.83 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",31,Jun 2020,Third Party,Petrol,5 Seats,"31,577 Kms",WB02,First Owner,1497 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Black,1.5 l MPi petrol,1497,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,DOHC with VIS,MPi,,,,4440mm,1729mm,1475mm,2600mm,,,1200,,6 Speed,,5,Electric,,Disc,Drum,"Tubeless, Radial",16,4,,,,,,kolkata
32,0,Petrol,Hatchback,"56,005",Automatic,1,1st Owner,Maruti,Maruti Celerio,2014,3982,VXI AT,₹ 2.81 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",32,Jun 2014,Comprehensive,Petrol,5 Seats,"56,005 Kms",WB08,First Owner,998 cc,Automatic,2014,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",Red,K10B Engine,998,67.04bhp@6000rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFi,73 X 82 mm,No,No,3715mm,1635mm,1565mm,2425mm,1420mm,1410mm,840kg,1250kg,5 Speed ,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,"Tubeless, Radial",,5,,235-litres,11.0:1,15.05 Seconds,150 Kmph,kolkata
33,0,Petrol,Hatchback,"10,005",Manual,1,1st Owner,Maruti,Maruti Wagon R,2021,6740,VXI,₹ 5.35 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",33,Oct 2021,Comprehensive,Petrol,5 Seats,"10,005 Kms",WB96,First Owner,998 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Brown,K10B Petrol Engine,998,67.05bhp@5500rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFI,73  x 79.5 mm,No,No,3655 mm,1620 mm,1675 mm,2435 mm,,,805-825kg,1340kg,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,"Tubeless Tyres, Radial",,5,,341 Litres,,18.6 Seconds,,kolkata
34,0,Petrol,Hatchback,"41,163",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,5607,1.2 Kappa Asta,₹ 4.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",34,Mar 2017,Comprehensive,Petrol,5 Seats,"41,163 Kms",WB06,First Owner,1197 cc,Manual,2017,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Red,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1060,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,14,5,,256,,12.9 Seconds,165 Kmph,kolkata
35,0,Diesel,Sedan,"17,839",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2020,7579,Exclusive E 220d,₹ 53 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",35,Dec 2020,Comprehensive,Diesel,5 Seats,"17,839 Kms",WB92,First Owner,1950 cc,Automatic,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",Grey,CDI In-line Engine,1950,191.7bhp@3800rpm,400Nm@1600-2800rpm,4.0,4.0,DOHC,CRDI,,Yes,No,5063mm,1860mm,1494mm,3079mm,1595mm,1597mm,1805,,9 Speed,RWD,5,Electric,6 metres,Ventilated Disc,Disc,"Tubeless,Radial",17,4,,540-litres,,7.3 Seconds,240 kmph,kolkata
36,0,Petrol,Sedan,"3,800",Manual,1,1st Owner,Toyota,Toyota Yaris,2019,7286,V,₹ 6.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",36,Mar 2019,Comprehensive,Petrol,5 Seats,"3,800 Kms",WB20,First Owner,1496 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",Red,1.5 Dual VVT-i Engine,1496,105.5bhp@6000rpm,140Nm@4200rpm,4.0,4.0,DOHC,EFI,,No,No,4425mm,1730mm,1495mm,2550mm,,,1105kg,1580kg,6 Speed,FWD,5,Power,5.1m,Disc,Disc,"Tubless, Radial",15,4,,476,,,,kolkata
37,0,Petrol,Hatchback,"34,124",Manual,1,1st Owner,Maruti,Maruti Wagon R,2018,6740,VXI,₹ 3.95 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",37,Feb 2018,Comprehensive,Petrol,5 Seats,"34,124 Kms",WB08,First Owner,998 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Blue,K10B Petrol Engine,998,67.05bhp@5500rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFI,73  x 79.5 mm,No,No,3655 mm,1620 mm,1675 mm,2435 mm,,,805-825kg,1340kg,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,"Tubeless Tyres, Radial",,5,,341 Litres,,18.6 Seconds,,kolkata
38,0,Diesel,Hatchback,"50,000",Manual,2,2nd Owner,Hyundai,Hyundai i20,2012,1636,1.4 CRDi Magna,₹ 2 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",38,2012,Third Party insurance,Diesel,5 Seats,"50,000 Kms",WB06,Second Owner,1396 cc,Manual,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Rear, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",Others,Diesel,1396,90PS at 4000rpm,22.4 kgm at 1750-2750rpm,4.0,4.0,DOHC,CRDI,,No,No,3940 mm,1710 mm,1505 mm,2525 mm,1505 mm,1503 mm,1120,,5-Speed,,5,Power,5.20 m,Disc,Disc,"Tubeless,Radial",14,5,,,,,,kolkata
39,0,Petrol,Sedan,"48,168",Manual,1,1st Owner,Honda,Honda City,2018,5628,i-VTEC VX,₹ 7.50 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",39,Mar 2018,Comprehensive,Petrol,5 Seats,"48,168 Kms",WB02,First Owner,1497 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Maroon,i VTEC Engine,1497,117.6bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,No,No,4440mm,1695mm,1495mm,2600mm,1475mm,1465mm,1084kg,1459kg,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,4,,510,10.3:1,9.64 Seconds,189 kmph,kolkata
40,0,Diesel,MUV,"20,000",Manual,3,3rd Owner,Mahindra,Mahindra Marazzo,2019,6572,M2 8Str BSIV,₹ 9.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",40,2019,Third Party insurance,Diesel,8 Seats,"20,000 Kms",,Third Owner,1497 cc,Manual,2019,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking",Others,D15 1.5 Liter Diesel Engine,1497,121bhp@3500rpm,300Nm@1750-2500rpm,4.0,4.0,,CRDi,,Yes,No,4585 mm,1866 mm,1774 mm,2760 mm,,,1650 kgs,,6 Speed,FWD,8,Power,5.25 meters,Disc,Disc,"Tubless, Radial",,5,200mm,190,,,,kolkata
41,0,Petrol,Sedan,"56,357",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2018,6857,LXI,₹ 4.80 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",41,Mar 2018,Third Party insurance,Petrol,5 Seats,"56,357 Kms",WB26,First Owner,1197 cc,Manual,2018,,White,K Series VVT Engine,1197,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,,MPFI,73 X 71.5 mm,No,No,3995mm,1695mm,1555mm,2430mm,1485mm,1495mm,970,1415kg,5 Speed,FWD,5,Power,4.8metres,Ventilated Disc,Drum,"Tubeless,Radial",14,4,,320 liters,10.0:1,12.6 Seconds,169 kmph,kolkata
42,0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2010,4224,VXi,₹ 2.45 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",42,2010,Third Party insurance,Petrol,5 Seats,"60,000 Kms",WB06,First Owner,1298 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",Blue,In-Line Engine,1298,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,SOHC,MPFI,74 x 75.5 mm,No,No,4160mm,1690mm,1530mm,2390mm,1470mm,1480mm,1025kg,,5 Speed,2 WD,5,Power,4.7m,Ventilated Disc,Drum,"Tubeless,Radial",14,4,,464 litres,9.0:1,,,kolkata
43,0,Petrol,Hatchback,"10,585",Manual,1,1st Owner,Maruti,Maruti Baleno,2022,6777,Delta,₹ 7.19 Lakh,₹ 7.33 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",43,Jul 2022,Comprehensive,Petrol,5 Seats,"10,585 Kms",WB26,First Owner,1197 cc,Manual,2022,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",Blue,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,No,No,3995mm,1745mm,1510mm,2520mm,1515mm,1525mm,865-890,1340kg,5 Speed,FWD,5,Electric,4.9,Disc,Drum,"Tubeless,Radial",,5,,339-litres,,12.36 seconds,,kolkata
44,0,Petrol,Sedan,"50,000",Automatic,2,2nd Owner,Honda,Honda Civic,2012,1305,1.8 V AT Elegance,₹ 3.75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",44,2012,Third Party insurance,Petrol,5 Seats,"50,000 Kms",TN01,Second Owner,1799 cc,Automatic,2012,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",Others,In-Line Engine,1799,"132 @ 6,300 (PS@rpm)","17.5 @ 4,300 (kgm@rpm)",4.0,4.0,SOHC,PGM-FI (Programmed Fuel Inject,81 x 87.3 mm,No,No,4545mm,1750mm,1450mm,2700mm,,,1210kg,,5 Speed,FWD,5,Power,5.4 m,Ventilated Disc,Disc,"Tubeless,Radial",15,4,,405 litres,10.5:1,9.6 seconds,206 kmph,kolkata
45,0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2010,4224,VXi,₹ 2.45 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",45,2010,Third Party insurance,Petrol,5 Seats,"60,000 Kms",WB06,First Owner,1298 cc,Manual,2010,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",Blue,In-Line Engine,1298,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,SOHC,MPFI,74 x 75.5 mm,No,No,4160mm,1690mm,1530mm,2390mm,1470mm,1480mm,1025kg,,5 Speed,2 WD,5,Power,4.7m,Ventilated Disc,Drum,"Tubeless,Radial",14,4,,464 litres,9.0:1,,,kolkata
46,0,Petrol,SUV,"17,642",Manual,1,1st Owner,Hyundai,Hyundai Creta,2020,7689,S BSVI,₹ 12.14 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",46,Jul 2020,Zero Dep,Petrol,5 Seats,"17,642 Kms",WB12,First Owner,1497 cc,Manual,2020,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",White,1.5 L MPi Petrol,1497,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,DOHC,MPi,,No,,4300mm,1790mm,1635mm,2610mm,,,1360,,6-speed,,5,Power,,Disc,Disc,"Tubeless, Radial",,5,,,,,,kolkata
47,0,Diesel,Hatchback,"20,000",Manual,1,1st Owner,Tata,Tata Tiago,2018,6718,1.05 Revotorq XZ Plus DualTone,₹ 4.39 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",47,2018,Third Party insurance,Diesel,5 Seats,"20,000 Kms",WB02,First Owner,1047 cc,Manual,2018,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",Others,Revotorq Engine,1047,69bhp@4000rpm,140Nm@1800-3000rpm,3.0,4.0,DOHC,CRDi,75 X 79 mm,Yes,No,3746mm,1647mm,1535mm,2400mm,1400mm,1420mm,1080kg,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,Tubeless,14,5,,242-litres,16:1,16.29 seconds,150 kmph,kolkata
48,0,Petrol,Hatchback,"9,157",Manual,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2021,7094,Asta,₹ 7.53 Lakh,₹ 7.62 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",48,Mar 2021,Third Party,Petrol,5 Seats,"9,157 Kms",WB08,First Owner,1197 cc,Manual,2021,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",Blue,1.2 Kappa petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,,,No,,3805mm,1680,1520,2450,,,1060,,5-Speed,,5,Electric,,Disc,Drum,"Tubeless, Radial",15,5,,,,,,kolkata
49,0,Petrol,Sedan,"65,979",Manual,2,2nd Owner,Honda,Honda Amaze,2016,1168,S i-Vtech,₹ 3.62 Lakh,₹ 3.78 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",49,Jun 2016,Comprehensive,Petrol,5 Seats,"65,979 Kms",WB02,Second Owner,1198 cc,Manual,2016,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Radio",Others,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,,,No,No,3990mm,1680mm,1505mm,2405mm,,,950kg,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,"Tubeless,Radial",,4,,400-litres,,15 Seconds,160 Kmph,kolkata
